Table No.19 (b),,,,,,,,
"STATEMENT ON REMMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS RECEIVED BY ACQUISITION OF
143,Bytedance (India) Technology Private Lim,HongKong,"Bytedance (Hk) Limited, Hongkong","REGION NOT
INDICATED",Other information service activities n.e.c.,0.00,0.00,
144,Cropnosys (India) Private Limited,Mauritius,"Widecover Limited, Mauritius",REGION NOT INDICATED,"Manufacture of insecticides, rodenticides, fungicides, herbicides",55.00,0.84,
145,Softnice India Private Limited,U.S.A,"Softnice Inc., Usa",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,8.52,0.13,
146,INNOVATIVE AND TECHNOLOGICAL LEARNING SE,Italy,UNIVERSITA COMMERCIALE LUIGI BOCCONI - I,REGION NOT INDICATED,Higher education in other professional/ vocational courses leading to a degree or equivalent,2.71,0.04,
147,TULIP DIAGNOSTICS PVT. LTD.,Luxembourg,PERKINELMER HOLDING LUXEMBOURG S.A.R.L.,REGION NOT INDICATED,"Manufacture of various other chemical products n.e.c.(antiknock preparations, anti-freeze",227.11,3.46,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,"preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance
used in manufacturing of pe",,,
148,DIASORIN TRIVITRON HEALTHCARE PRIVATE LI,U.S.A,"DiaSorin Inc. , USA",REGION NOT INDICATED,Research and experimental development on natural sciences and engineering,276.81,4.22,
149,STAR GLOBAL MULTI VENTURES PRIVATE LIMIT,UAE,"AL Asra Trading Ltd , UAE",REGION NOT INDICATED,Wholesale of cereals & pulses,10.70,0.16,
150,Adview Technology Private Limited,HongKong,"ShangYouJia Technology (HK) Limited , HO",REGION NOT INDICATED,"Other professional, scientific and technical activities n.e.c.",0.77,0.01,
151,TIMEZONE ENTERTAINMENT PRIVATE LIMITED,Singapore,"TIMEZONE WEST ASIA PTE. LTD. ,SINGAPORE","REGION NOT
INDICATED",Other amusement and recreation activities n.e.c.,227.11,3.46,
152,Robotic Wares Private Limited,Mauritius,"SAIF Partners India V Limited
, MAURITIU",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,3.29,0.05,
153,GEECY VINCOTTE INDIA PVT LTD,France,APAVE INTERNATIONAL - FRANCE,REGION NOT INDICATED,Technical testing and analysis,7.59,0.12,
154,IMPRESARIO ENTERTAINMENT AND HOSPITALITY,Singapore,SENSATIONAL EATERY PRIVATE LIMITED - SIN,REGION NOT INDICATED,Bars and Restaurants with bars,4.41,0.07,
155,IMPRESARIO ENTERTAINMENT AND HOSPITALITY,Singapore,SENSATIONAL EATERY PRIVATE LIMITED - SIN,REGION NOT INDICATED,Bars and Restaurants with bars,17.69,0.27,
156,MSWIPE Technologies Private Ltd Astral C,Cayman Islands,Epiq Capital L P C/o Campbell Corporate,"REGION
NOT INDICATED","Other data processing, hosting and related activities n.e.c.",377.46,5.75,
157,MSWIPE Technologies Private Ltd Astral C,Mauritius,DSGCP TYEB 4th floor Ebene Skies Rue Dee,"REGION NOT
INDICATED","Other data processing, hosting and related activities n.e.c.",79.36,1.21,
158,MSWIPE Technologies Private Ltd Astral C,Mauritius,Matrix Partners India Investment Holding,REGION NOT INDICATED,"Other data processing, hosting and related activities n.e.c.",156.80,2.39,
159,MSWIPE Technologies Private Ltd Astral C,Mauritius,Matrix Partners India Investment Holding,REGION NOT INDICATED,"Other data processing, hosting and related activities n.e.c.",67.20,1.02,
160,MSWIPE Technologies Private Ltd Astral C,Mauritius,FO Mauritius III Ltd Citco (Mauritius) L,REGION NOT INDICATED,"Other data processing, hosting and related activities n.e.c.",192.00,2.93,
161,Thirumeni Finance Pvt Ltd Varasiddhi 3rd,Mauritius,Turquoise Investments Ltd 5th floor St J,"REGION
NOT INDICATED",Other credit granting,83.45,1.27,
162,Hitachi Nest Control Systems Pvt Ltd Uni,Japan,"Hitachi Ltd, Hitachi- Shi,Ibraki,31-1293,","REGION NOT
INDICATED",Installation of industrial machinery and equipment,30.02,0.46,
163,urbanclap technologies india private lim,Mauritius,"Accel India IV (Mauritius) Limited,5th F",REGION NOT INDICATED,Other business support service activities n.e.c.,29.28,0.45,
164,Kristal Advisors Private Limited,Singapore,Kristal.AI Holdings Pte. Ltd,REGION NOT INDICATED,Management of other investment funds,2.51,0.04,
165,Kannur International Airport Ltd,Oman,Ahmed Valiya Kannore,REGION NOT INDICATED,Cargo handling incidental to air transport,1.00,0.01,
166,INTERACTIVE AVENUES PVT LTD,Singapore,IPG MEDIABRANDS SINGAPORE PTE LTD,REGION NOT,Advertising,55.29,0.82,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,INDICATED,,,,
167,MEDABYSS REVENUE CYCLE MANAGEMENT HEALTH,U.S.A,THOMAS P SMITH - UNITED STATES OF AMERIC,REGION NOT INDICATED,Activities of call centres,0.05,0.00,
168,Proud Buildwell Private Limited,Mauritius,"Skyble Ltd. , MAURITIUS",REGION NOT INDICATED,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation
in house boats",0.10,0.00,
169,INTERNATIONAL ASSET RECONSTRUCTION COMPA,Singapore,BLACKSTONE INDIA ARC SG FDI HOLDING NQ C,"REGION
NOT INDICATED","Other financial service activities,
except insurance and pension funding activities, n.e.c.",14.64,0.22,
170,MSL DRIVELINE SYSTEMS LTD,Singapore,SATPAL KHATTAR - SINGAPORE,REGION NOT INDICATED,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",157.90,2.34,
171,ADANI PORTS AND SPECIAL ECONOMIC ZONE LT,UAE,EMERGING MARKET INVESTMENT DMCC - UNITED,REGION NOT INDICATED,Cargo handling incidental to water transport,370.46,5.49,
172,NORTH DELHI METRO MALL PVT LTD,Singapore,VIRTUOUS RETAIL SOUTH ASIA PTE LTD - SIN,REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,0.00,0.00,
173,"Phenom people private limited,Hyderabad",U.S.A,"Phenom people Inc, USA",REGION NOT INDICATED,Research and experimental development on natural sciences and engineering,34.26,0.51,
174,WOWO MOMO FOODS PVT LTD,Mauritius,INDIA 2020 FUND II LTD,REGION NOT INDICATED,"Cafeterias, fast-food restaurants and other food preparation in market stalls",0.86,0.01,
175,911 INDIA HEALTHCARE PVT LTD,U.S.A,ROUNDGLASS PARTNERS LLC,REGION NOT INDICATED,Telephone based information services,2.87,0.04,
176,Landmark Insurance Brokers Private Limit,Singapore,"Tpg Growth Ii, Sf Pte. Ltd, Singapore",REGION NOT INDICATED,Activities of insurance agents and brokers,5.09,0.08,
177,Rdf Techsoft Consultancy Private Limited,China,"Li Jinji, China",REGION NOT INDICATED,Publishing of operating systems and system software,0.08,0.00,
178,INFOPEERS SOLUTIONS PVT LTD,U.S.A,LESLEY ROBIN BERNSTEIN - UNITED STATES O,"REGION NOT
INDICATED",Other information technology and computer service activities n.e.c.,0.00,0.00,
179,Rdf Techsoft Consultancy Private Limited,China,"Yi Jianping, China",REGION NOT INDICATED,Publishing of operating systems and system software,0.02,0.00,
180,Rdf Techsoft Consultancy Private Limited,China,"Yi Jianping, China",REGION NOT INDICATED,Publishing of operating systems and system software,0.00,0.00,
181,Fsn E-Commerce Ventures Private Limited,U.S.A,"Kravis Investment Partners Llc, Usa",REGION NOT INDICATED,"Manufacture of cosmetics and toileteries (includes manufacture of preshave, shaving or after shave preparations; personal deodorants and antirespirants; perfumed bath salts and other bath preparations; beauty or make-up preparations and preparations for t",30.77,0.46,
182,Fsn E-Commerce Ventures Private Limited,U.S.A,"Karvis Investment Partners Llc, Usa",REGION NOT INDICATED,"Manufacture of cosmetics and toileteries (includes manufacture of preshave, shaving or after shave preparations; personal deodorants
and antirespirants; perfumed bath",30.77,0.46,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,salts and other bath preparations; beauty or make-up preparations and preparations for t,,,
183,Cropnosys (India) Private Limited,United Kingdom,"Widecover Limited, Great Britan","REGION
NOT INDICATED","Manufacture of insecticides, rodenticides, fungicides, herbicides",55.00,0.81,
184,B2X Service Solutions India Private Limi,Germany,"B2X Care Solutions Gmbh, Germany","REGION NOT
INDICATED",Repair of communication equipment,22.84,0.34,
185,Insight Communication And Print Solution,Japan,Komori Corporation,REGION NOT INDICATED,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery",61.16,0.91,
186,Techxus Secured Business Solutions India,Sweden,Technology Nexus Consulting AB,REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.01,0.00,
187,Pandim Consultancy And Research Services,Seychelles,Pandim Holding Limited,"REGION
NOT INDICATED",Management consultancy activities,0.10,0.00,
188,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",49.47,0.73,
189,Insight Communication And Print Solution,Japan,Komori Corporation,REGION NOT INDICATED,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery",61.16,0.91,
190,Verdant Renewables Private Limited,Mauritius,TWP Holdings (Mauritius) Limited,"REGION
NOT INDICATED",Electric power generation using other non conventional sources,0.01,0.00,
191,Capital Foods Private Limited,Singapore,General Atlantic Singapore CF Pte. Ltd.,"REGION NOT
INDICATED","Manufacture of macaroni, noodles, couscous and similar farinaceous
products","2,010.00",29.76,
192,AR Grandeye India Private Limited,Switzerland,Oncam Global Group SA,REGION NOT INDICATED,Manufacture of optical instruments and equipment,0.05,0.00,
193,Joveo Technologies Private Limited,U.S.A,Joveo Inc,REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.06,0.00,
194,Insight Communication And Print Solution,Japan,Komori Corporation,REGION NOT INDICATED,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other
than transport machinery",40.77,0.60,
195,B2X Service Solutions India Private Limi,Germany,"B2X Care Solutions Gmbh, Germany","REGION NOT
INDICATED",Repair of communication equipment,27.71,0.41,
196,Leancrop Technology Solutions Private Li,Netherlands,"Besitz Holding B. V , Netherlands",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.00,0.00,
197,Taiyo Nippon Sanso Kair India Private Li,Japan,"Taiyo Nippon Sanso Corporation , Japan",REGION NOT INDICATED,"Manufacture of liquefied or compressed inorganic industrial or medical gases (elemental gases, liquid or compressed air, refrigerant
gases, mixed industrial gases etc.)",470.12,6.96,
198,Taiyo Nippon Sanso Kair India Private Li,Japan,"Taiyo Nippon Sanso Corporation , Japan",REGION NOT INDICATED,"Manufacture of liquefied or compressed inorganic industrial or medical gases (elemental gases,
liquid or compressed air, refrigerant",705.88,10.45,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,"gases, mixed industrial gases etc.)",,,
199,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",90.68,1.34,
200,SAFARI RETREATS PVT LTD,Cayman Islands,BREP ASIA SBS FORUM HOLDINGS NQ LTD - CA,REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,0.90,0.01,
201,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",88.57,1.31,
202,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",171.17,2.53,
203,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",160.81,2.38,
204,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",32.57,0.48,
205,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",92.48,1.37,
206,Wisdom Infrahome Private Limited,Mauritius,"Skyble Ltd. , MAURITIUS",REGION NOT INDICATED,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation
in house boats",0.10,0.00,
207,Mountain Trail Foods Private Limited,Mauritius,"DSGCP Tyeb , MAURITIUS",REGION NOT INDICATED,"Cafeterias, fast-food restaurants and other food preparation in market stalls",2.81,0.04,
208,Mountain Trail Foods Private Limited,Mauritius,Saama Capital Opportunities PCC - Cell 1,REGION NOT INDICATED,"Cafeterias, fast-food restaurants and other food preparation in market stalls",9.76,0.14,
209,SAKSIN LIFESCIENCES PRIVATE LIMITED,Singapore,"SAKSIN LIFE SCIENCES PTE LTD , SINGAPORE",REGION NOT INDICATED,Research and experimental development on natural sciences and engineering,0.10,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
210,FROM HERE ON COMMUNICATIONS PRIVATE LIMI,Japan,"DAIKO ADVERTISING INC. , JAPAN",REGION NOT INDICATED,Advertising,7.67,0.11,
211,FROM HERE ON COMMUNICATIONS PRIVATE LIMI,Japan,"DAIKO ADVERTISING INC. , JAPAN","REGION
NOT INDICATED",Advertising,82.86,1.23,
212,FROM HERE ON COMMUNICATIONS PRIVATE LIMI,Japan,"DAIKO ADVERTISING INC. , JAPAN","REGION NOT
INDICATED",Advertising,82.86,1.23,
213,ESS KAY FINCORP LIMITED,Mauritius,EVOLVENCE INDIA FUND II LIMITED - MAURIT,REGION NOT INDICATED,Other credit granting,6.30,0.09,
214,Antelec Limited,Japan,"Kinden Corporation, Japan",REGION NOT INDICATED,Installation of electrical wiring and fittings,557.06,8.25,
215,JWALA TECHNOLOGY SYSTEMS PVT LTD,U.S.A,EULER SYSTEM INC - UNITED STATES OF AMER,REGION NOT INDICATED,"Operation of other websites that act as portals to the Internet, such as media sites providing
periodically updated content",0.00,0.00,
216,Antelec Limited,Japan,"Kinden Corporation, Japan","REGION NOT
INDICATED",Installation of electrical wiring and fittings,0.02,0.00,
217,Enox Hardware Private Limited 1101 to 11,Singapore,"Assa Abloy Singapore Pte Ltd 60, Macpher",REGION NOT INDICATED,"Wholesale of hardware and  sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and other hand tools",562.79,8.33,
218,Enox Hardware Private Limited 1101 to 11,Singapore,"Assa Abloy Singapore Pte Ltd 60, Macpher",REGION NOT INDICATED,"Wholesale of hardware and
sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and other hand tools",562.81,8.33,
219,Enox Hardware Private Limited 1101 to 11,Singapore,"Assa Abloy Singapore Pte Ltd 60, Macpher",REGION NOT INDICATED,"Wholesale of hardware and  sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and
other hand tools",562.79,8.33,
220,"RUDRA SOLARFARMS LIMITED, SUZLON, 5, SHR",Singapore,"AMPSOLAR ASIA HOLDINGS PTE. LTD., 77 ROB",REGION NOT INDICATED,Electric power generation using solar energy,43.45,0.64,
221,"KRISTAL ADVISORS PRIVATE LIMITED, R730 1",Singapore,"KRISTAL AI HOLDINGS PTE LTD, 5 SHENTON W",REGION NOT INDICATED,Management of other investment funds,0.63,0.01,
222,Biosystems Diagnostics Private Limited,Spain,"Biosystems Sa, Spain",REGION NOT INDICATED,"Manufacture of various other chemical products n.e.c. anti-knock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of p",1.18,0.02,
223,Biosystems Diagnostics Private Limited,Spain,"Biosystems Sa, Spain",REGION NOT INDICATED,"Manufacture of various other chemical products n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pe",0.28,0.00,
224,Stallioin Media Private Limited,Singapore,"Stallioin Press(S) Singapore Pte Ltd, Si",REGION NOT INDICATED,"Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias
(including on CD-ROM)",2.47,0.04,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
225,Cnim Martin Private Limited,France,Constructions Industrielles De La Medite,REGION NOT INDICATED,Construction and maintenance of power plants,0.00,0.00,
226,Tvs Logistics Services Limited,U.S.A,"David Alan Robbins, Usa","REGION
NOT INDICATED",Motorised road freight transport,191.84,2.84,
227,Cloudesk Information Security Pvt Ltd,Singapore,"Cloudesk Research Pte Ltd, Singapore","REGION NOT
INDICATED",Other information technology and computer service activities n.e.c.,0.06,0.00,
228,SAFARI RETREATS PVT LTD,Singapore,BREP ASIA SG FORUM HOLDING NQ PTE LTD -,REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,408.54,6.05,
229,Cloudesk Information Security Pvt Ltd,Singapore,"Cloudesk Research Pte Ltd, Singapore",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.05,0.00,
230,Tpac Packaging India Pvt Ltd,Thailand,Thai Plaspac Public Company Ltd,REGION NOT INDICATED,"Manufacture of plastic in primary forms includes amino-resins, polyurethanes etc.",0.10,0.00,
231,Blue Jay Finlease Limited,Mauritius,Matrix Partners India Investments Ii Ext,"REGION
NOT INDICATED","Other financial service activities,
except insurance and pension funding activities, n.e.c.",1.25,0.02,
232,Blue Jay Finlease Limited,Mauritius,Matrix Partners India Investments Ii Ext,"REGION
NOT INDICATED","Other financial service activities,
except insurance and pension funding activities, n.e.c.",1.88,0.03,
233,Unogrowth Technologies Pvt Ltd,Mauritius,"Leo Capital Fund I,Mauritius",REGION NOT INDICATED,Management consultancy activities,2.38,0.04,
234,Trusting Social Private Limited,Singapore,"Trust Iq Pte Ltd, Singapore",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.00,0.00,
235,Super Highway Labs Pvt Ltd,Mauritius,"Whiteboard Capital,Mauritius",REGION NOT INDICATED,Other reservation service and related activities,4.27,0.06,
236,Sportspasta Solutions Private Limited,U.S.A,"Praveer Kumar , Usa",REGION NOT INDICATED,Publishing of computer games for all platforms,0.00,0.00,
237,Recko Software Private Limited,U.S.A,"Recko Inc , Usa","REGION
NOT INDICATED","Other financial service activities,
except insurance and pension funding activities, n.e.c.",0.11,0.00,
238,Recko Software Private Limited,U.S.A,"Recko Inc , Usa",REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",0.06,0.00,
239,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",406.93,6.03,
240,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils
obtained from bituminous",34.88,0.52,
241,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline
petroleum wax, slack wax,",164.45,2.43,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,"ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils
obtained from bituminous",,,
242,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",13.83,0.20,
243,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",0.05,0.00,
244,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils
obtained from bituminous",131.88,1.95,
245,Kannur International Airport Ltd,Qatar,Razeena Pathummantakath,REGION NOT INDICATED,Cargo handling incidental to air transport,1.20,0.02,
246,911 India Healthcare Private Limited,U.S.A,"Roundglass Partners LLC, USA",REGION NOT INDICATED,Telephone based information services,9.57,0.14,
247,911 India Healthcare Private Limited,U.S.A,"Roundglass Partners LLC, USA",REGION NOT INDICATED,Telephone based information services,9.57,0.14,
248,Mountain Trail Foods Private Limited,Mauritius,FIL Capital Investments (Mauritius) II L,REGION NOT INDICATED,"Cafeterias, fast-food restaurants and other food preparation in market stalls",11.46,0.17,
249,TLX TECH SOLUTIONS PRIVATE LIMITED,U.S.A,"TOTALOGISTIX INC , UNITED STATES OF AMER","REGION NOT
INDICATED",Other information technology and computer service activities n.e.c.,0.01,0.00,
250,TLX TECH SOLUTIONS PRIVATE LIMITED,U.S.A,"TOTALOGISTIX INC , UNITED STATES OF AMER",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.09,0.00,
251,Landomus Reality Ventures Private Limite,U.S.A,"Landomus Realty Ventures Inc. , UNITED S",REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,0.01,0.00,
252,INVENTURUS KNOWLEDGE SOLUTIONS PRIVATE L,U.S.A,"Kimberly Elizabeth Hayman , UNITED STATE",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,1.92,0.03,
253,INVENTURUS KNOWLEDGE SOLUTIONS PRIVATE L,U.S.A,"JEFFREY WAYNE FISHER , UNITED STATES OF",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,1.92,0.03,
254,PHOENIX FINANCIAL DISTRICT PVT LTD,Singapore,VERUS HOLDINGS PTE LTD - SINGAPORE,"REGION NOT
INDICATED","Construction of buildings carried out on own-account basis or on a
fee or contract basis",0.05,0.00,
255,PITCHERS INTERNET PRIVATE LIMITED,U.S.A,"PLAYMENT INC. , UNITED STATES OF AMERICA",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.03,0.00,
256,BITTMAX TECHNOLOGY SOLUTIONS PRIVATE LIM,U.S.A,"NITIN SINGLA , UNITED STATES OF AMERICA",REGION NOT,Other information technology and computer service activities n.e.c.,0.05,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,INDICATED,,,,
257,IMPRESARIO ENTERTAINMENT & HOSPITALITY P,Singapore,SENSATIONAL EATERY PTE LTD - SINGAPORE,REGION NOT INDICATED,Bars and Restaurants with bars,8.81,0.13,
258,911 India Healthcare Private Limited,U.S.A,"Roundglass Partners LLC, USA",REGION NOT INDICATED,Telephone based information services,9.57,0.14,
259,Aesmove Global Mobility Services Private,Cyprus,"Lucella Limited, Cyprus",REGION NOT INDICATED,Combined office administrative service activities,0.10,0.00,
260,BURSYS INFOTECH INDIA PVT LTD,U.S.A,VCP ENTERPRISES LLC - UNITED STATES OF A,REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",0.89,0.01,
261,GEECY VINCOTTE INDIA PVT LTD,France,APAVE INTERNATIONAL - FRANCE,REGION NOT INDICATED,Technical testing and analysis,29.38,0.45,
262,Raggiante Services Private Limited,Singapore,"Light In The Box Limited, Singapore",REGION NOT INDICATED,Other business support service activities n.e.c.,0.05,0.00,
263,ROBOTIC WARES PVT LTD,Mauritius,SAIF PARTNERS INDIA V LTD,REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,3.12,0.05,
264,ADANI POWER LTD,UAE,"EMERGING MARKET
INVESTMENT DMCC - UNITED","REGION
NOT INDICATED",Electric power generation by coal based thermal power plants,102.78,1.57,
265,Wow Momo Foods Pvt Ltd,Mauritius,"India 2020 Fund Ii Limited,Mauritius",REGION NOT INDICATED,"Cafeterias, fast-food restaurants and other food preparation in market stalls",6.04,0.09,
266,ESIGHT SERVICES PVT LTD,U.S.A,ADYA INC - UNITED STATES OF AMERICA,REGION NOT INDICATED,Providing software support and maintenance to the clients,0.10,0.00,
267,Wow Momo Foods Pvt Ltd,Mauritius,"India 2020 Fund Ii Limited,Mauritius",REGION NOT INDICATED,"Cafeterias, fast-food restaurants and other food preparation in market stalls",0.61,0.01,
268,Supraes Private Limited,Canada,"Sanjeev Kumar Spolia, Canada",REGION NOT INDICATED,Computer consultancy and computer facilities management activities,0.05,0.00,
269,Ado India Private Limited,Turkey,"Adopen Plastik Insaat Sanayai A S, Turke",REGION NOT INDICATED,Manufacture of other plastics products n.e.c.,12.72,0.19,
270,Shared Last Mile Private Limited,Singapore,"Ofo Sg Pte Ltd, Singapore",REGION NOT INDICATED,Renting and leasing of recreational and sports goods,0.00,0.00,
