"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING APRIL 2022 TO JUNE 2022",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,"insurance and pension funding activities, n.e.c.",Diversified Alternative Debt Fund,,,,company
305,INSTRUMENTATION LABORATORY INDIA PVT LTD,DELHI,North West Delhi,"Wholesale of scientific, medical and surgical machinery and equipment",WERFEN ITALY INVESTMENTS SRL,Italy,"45,00,00,000.0000",5763718.2899,Received in the company
306,Stoughton Street Tech Labs Private Limited,MAHARASHTR A,Mumbai,"Other information technology and
computer service activities n.e.c",Loco Interactive Pte. Limited,Singapore,"44,44,00,000.0000",5747594.7144,Received in the company
307,BOSTON IVY HEALTHCARE SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Mumbai,Wholesale trade via e- commerce excluding activities of commission agents,CDC Group Plc,United Kingdom,"43,72,39,730.8000",5740479.9771,Received in the company
308,NeoGrowth Credit Private Limited,MAHARASHTR A,Mumbai,"Other financial service activities, except insurance and pension
funding activities, n.e.c.",TRINITY INCLUSION LIMITED,Mauritius,"43,99,96,000.0000",5690636.1025,Received in the company
309,MEDISAGE E- LEARNING PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other information technology and computer service activities n.e.c,BVP India Holdings,Mauritius,"43,31,86,296.5500",5548363.9564,Received in the company
310,KELVION INDIA PRIVATE LIMITED,MAHARASHTR A,Pune,Manufacture of other special-purpose machinery n.e.c.,Kelvion PHE GmbH,Germany,"42,67,49,400.0000",5519312.7718,Received in the company
311,Brahma Center Development Private Limited,HARYANA,Gurgaon,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",Brahma Opportunities D Ltd,Mauritius,"42,70,75,000.0000",5470088.8637,Brownfield
312,Vymo Technologies (India) Private Limited,KARNATAKA,Bengaluru,"Providing software support and maintenance to the
clients",VYMO INC,U.S.A,"42,25,83,360.0000",5465431.7874,Received in the company
313,WHIZDM INNOVATIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",Accel India IV (Mauritius) Limited,Mauritius,"41,33,90,269.3500",5427362.604,Received in the company
,,,,,,,,,
314,EQUINOX BUSINESS PARKS PRIVATE LIMITED,MAHARASHTR A,Mumbai,Construction and maintenance of industrial facilities such as refineries chemical plants etc.,PROJECT COTTON HOLDINGS FDI (DIFC) LIMITED,UAE,"41,00,00,000.0000",5382852.0713,Received in the company
315,"Arani Agro Oil Industries Private
Limited",TELANGANA,Hyderabad,"Manufacture of vegetable oils and fats
excluding corn oil",PREMIUM NUTRIENTS PRIVATE LIMITED,Singapore,"40,62,00,000.0000",5332962.2229,"Received in the
company"
316,LIVPURE PRIVATE LIMITED,DELHI,West Delhi,Manufacture of other electrical equipment,Lakshya Holding Pte Ltd,Singapore,"41,17,72,326.0000",5325608.5609,"Received in the
company"
317,Pahal Financial Services Private Limited,GUJARAT,Ahmedabad,"Other financial service activities, except insurance and pension funding activities, n.e.c.","Huruma Fund S.C.A, SICAR - Eusef",Luxembourg,"40,40,56,808.5500",5175265.8169,Received in the company
318,VOESTALPINE VAE VKN INDIA PRIVATE LIMITED,DELHI,North Delhi,Manufacture of railway track materials (unassembled rails) of steel,VOESTALPINE RAILWAY SYSTEMS GmbH,Austria,"39,76,74,420.0000",5143274.965,Received in the company
319,NYSAA RETAIL PRIVATE LIMITED,DELHI,SOUTH WEST DELHI,Activities of head offices,Camil Investments Limited,Cayman Islands,"40,00,00,118.0100",5123306.6581,Received in the company
320,SAHRUDAYA HEALTH CARE PRIVATE LIMITED,TELANGANA,Hyderabad,Hospital activities,ABC MEDICOVER HOLDINGS BV,Netherland,"39,99,99,950.0000",5123304.5062,Received in the company
321,payu payments private limited,MAHARASHTR A,Mumbai,"Other data processing, hosting and related activities n.e.c.",MIH PAYMENTS HOLDING BV,Netherland,"38,93,75,968.5600",5112081.0705,Received in the company
322,CHENGALPATTU LOGISTICS PARKS PRIVATE LIMITED,TAMIL NADU,Tiruvallur,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also
included is storage of goods in foreign trade",Ascendas Property Fund (India) Pte. Ltd,Singapore,"39,82,36,000.0000",5100711.3709,Received in the company
,,,,,,,,,
,,,,zones,,,,,
323,Vintage Coffee and Beverages Limited,MAHARASHTR A,Mumbai,"Wholesale of tea, coffee and cocoa",Chin Corp Holding PTE Limited,Singapore,"38,69,41,100.0000",5080113.9064,Received in the company
324,Senvion Wind Technology Private Limited,MAHARASHTR A,Mumbai,Manufacture of other articles n.e.c.,"M/S Global Renewable Energy Development Holding Company
Limited",UAE,"38,60,00,000.0000",5067758.2916,Received in the company
325,GO DIGIT GENERAL INSURANCE LIMITED,MAHARASHTR A,Pune,Non-life insurance,LNM India Internet Ventures Limited,Mauritius,"38,28,25,032.0000",5026074.4304,Received in the company
326,AXXELA RESEARCH & ANALYTICS PRIVATE LIMITED,RAJASTHAN,Jaipur,Other information service activities n.e.c.,SYMMETRY FINANCIALS HOLDING LIMITED,Mauritius,"38,26,99,653.0000",5024428.3411,Received in the company
327,ANI Technologies Private Limited,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",Gemini Investments LP,United Kingdom,"39,11,28,800.0000",5009680.4851,Received in the company
328,Vintage Coffee and Beverages Limited,MAHARASHTR A,Mumbai,"Wholesale of tea, coffee and cocoa",Chin Corp Holding PTE Limited,Singapore,"38,69,41,100.0000",5004456.8432,Received in the company
329,BUNCH MICROTECHNOLOGI ES PRIVATE LIMITED,DELHI,South Delhi,Academic tutoring services,Chimera Global Fund I LP,UAE,"38,08,15,655.9200",4999693.5177,Received in the company
330,BUNCH MICROTECHNOLOGI ES PRIVATE LIMITED,DELHI,South Delhi,Academic tutoring services,CHIMERA INVESTMENTS LLC,UAE,"38,06,09,055.7600",4996981.0833,Received in the company
331,PWDS Extrusions Private Limited,TAMIL NADU,Coimbatore,Manufacture of other plastics products n.e.c.,Homworks Singapore Pte. Ltd.,Singapore,"38,60,16,339.9700",4992496.569,Received in the company
332,KANCOR INGREDIENTS LIMITED,KARNATAKA,Haveri,Grinding and processing of spices,Mane SA,Switzerland,"37,99,99,880.0000",4988983.2711,Brownfield
333,WHITE WIZARD TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,Other information technology and computer service activities n.e.c,Bizmo Technologies Pte. Ltd,Singapore,"37,86,98,904.0000",4971902.8776,Received in the company
334,KALEIDOFIN PRIVATE,TAMIL NADU,Chennai,Other financial service,Bill and Melinda Gates,U.S.A,"38,18,88,280.0000",4939106.7948,Received in
,,,,,,,,,
,LIMITED,,,"activities, except
insurance and pension funding activities, n.e.c.",Foundation,,,,the company
335,WHIZDM INNOVATIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c","TI Platform SMRS SMA, LP",U.S.A,"37,58,15,589.1000",4934048.103,Received in the company
336,WHIZDM INNOVATIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c","TI Platform SMRS SMA, LP",U.S.A,"37,58,15,589.1000",4934048.103,Received in the company
337,WHIZDM INNOVATIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,"South Park Commons Opportunities Fund II, LP",U.S.A,"37,58,15,589.1000",4934048.103,Received in the company
338,Amway India Enterprises Private Limited,DELHI,South Delhi,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this
excludes the",AMWAY MAURITIUS INVESTMENT COMPANY,Mauritius,"38,50,00,000.0000",4931181.2036,Received in the company
339,Amway India Enterprises Private Limited,DELHI,South Delhi,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the",AMWAY MAURITIUS DEVELOPMENT COMPANY,Mauritius,"38,50,00,000.0000",4931181.2036,Received in the company
340,CREDAVENUE PRIVATE LIMITED,TAMIL NADU,Chennai,Other information technology and,SCI Growth Investments III,Mauritius,"37,50,46,808.0000",4923954.8471,Received in the
,,,,,,,,,
,,,,computer service activities n.e.c,,,,,company
341,Roppen Transportation Services Private Limited,TELANGANA,Hyderabad,Other information technology and computer service activities n.e.c,Shell Ventures BV,Netherland,"38,01,84,930.0000",4917076.7195,Received in the company
342,REFYNE TECH PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Refyne Holdings INC,U.S.A,"38,37,48,395.0000",4915150.3178,Received in the company
343,IG BERRIES PRIVATE LIMITED,MAHARASHTR A,THANE,Wholesale of fruits and vegetables,HORTIFRUT S.A.,Chile,"37,38,67,518.9800",4908472.0706,"Received in the
company"
344,"Open Financial Technologies Private
Limited",KERALA,Malappuram,Other information service activities n.e.c.,Arvon Investments Pte. Ltd.,Singapore,"38,17,05,651.0900",4888986.3168,"Received in the
company"
345,STATKRAFT INDIA PRIVATE LIMITED,DELHI,South Delhi,Architectural and engineering activities and related technical consultancy,Statkraft holding Singapore pte Ltd,Singapore,"37,80,00,000.0000",4888818.1864,Received in the company
346,PHASORZ TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Providing software support and maintenance to the clients,BESSEMER VENTURE PARTNERS TRUST,Mauritius,"37,15,67,496.0900",4878275.2829,Received in the company
347,BLUPIN TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,Manufacture of other articles n.e.c.,W HEALTH GLOBAL SERIES LLC- SERIES 1,U.S.A,"37,08,09,423.0000",4868322.6114,Received in the company
348,Infifresh Foods Private Limited,KARNATAKA,Bengaluru,"Wholesale of meat, fish and eggs",Accel India VI (Mauritius) Limited,Mauritius,"37,63,96,423.0000",4868078.5134,Received in the company
349,Camden Town Technologies Private Limited,KARNATAKA,Bengaluru,Data processing activities including report writing,Primrose Hill Ventures Pte Limited,Singapore,"38,00,00,000.0000",4867139.8893,Received in the company
350,56 AI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c","RTP Global Partners III, LP",Guernsey,"37,51,43,733.0900",4851876.9969,Received in the company
351,Amani Knowledge,MAHARASHTR,Mumbai,Construction of,ACIS Umbrella SICAV - RI,Liechtenstein,"36,95,17,500.0000",4851361.0738,Received in
,,,,,,,,,
,Park Private Limited,A,,buildings carried out on own-account basis or on a fee or contract basis,2 Fund,,,,the company
352,GRID EDGEWRKS PRIVATE LIMITED,TELANGANA,Hyderabad,"Electric power generation using other non conventional
sources",LR India Holdings Limited,Cayman Islands,"36,90,76,357.9100",4845569.3601,Received in the company
353,Amani Knowledge Park Private Limited,MAHARASHTR A,Mumbai,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",ACIS Umbrella SICAV - RI 2 Fund,Liechtenstein,"36,95,17,500.0000",4779110.7783,Received in the company
354,OXYZO Financial Services Private Limited,DELHI,South West Delhi,"Other financial service activities, except insurance and pension funding activities, n.e.c.","Matrix Partners India Investments III, LLC",Mauritius,"36,94,32,800.4400",4778015.3266,Received in the company
355,Plus Health Tech Ventures Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,VERTEX VENTURES SEA FUND IV PTE LIMITED,Singapore,"37,08,67,080.0000",4750163.0492,Received in the company
356,UJOY TECHNOLOGY PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Revos Auto Tech Pte. Ltd.,Singapore,"36,15,30,000.0000",4746493.9253,Received in the company
357,GOFIN LABS INDIA PRIVATE LIMITED,MAHARASHTR A,Pune,"Computer consultancy and computer facilities
management activities",PT GOFIN KARYA ANAK BANGSA,Indonesia,"37,00,38,285.0000",4739547.625,"Received in the
company"
358,MAGELLANIC CLOUD LIMITED,MAHARASHTR A,Mumbai,"Activities of employment
placement agencies",Venkatesan Ramasamy,U.S.A,"36,98,31,970.0000",4736905.0882,"Received in the
company"
359,MAGELLANIC CLOUD LIMITED,MAHARASHTR A,Mumbai,Activities of employment placement agencies,Thangavelu Selvaraj,Singapore,"36,98,31,970.0000",4736905.0882,Received in the company
360,KIRANAKART TECHNOLOGIES PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Operation of other websites that act as portals to the Internet, such as media sites
providing periodically updated content",KIRANAKART PTE LIMITED,Singapore,"36,45,00,000.0000",4714217.5369,Received in the company
,,,,,,,,,
361,"Bharti AXA Life
Insurance Company Limited",MAHARASHTR A,Mumbai,Life insurance,AXA INDIA HOLDINGS,Mauritius,"36,75,00,000.0000",4707036.6035,"Received in
the company"
362,SILA Solutions Private Limited,MAHARASHTR A,Mumbai,Combined facilities support activities,Norwest Venture Partners X Mauritius,Mauritius,"36,00,02,640.0000",4611008.4458,Received in the company
363,ERGO TECHNOLOGY & SERVICES PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",ERGO TECHNOLOGY + SERVICES MANAGEMENT AG,Germany,"34,99,99,900.0000",4595116.309,Received in the company
364,Nichino India Private Limited,TELANGANA,Hyderabad,Manufacture of pesticides and other agrochemical products,"NIHON NOHYAKU CO., LTD",Japan,"34,99,99,650.0000",4526678.9792,Received in the company
365,KNOWLARITY COMMUNICATIONS INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Other business support service activities n.e.c,Knowlarity Communications Holdings Pte. Ltd.,Singapore,"34,04,96,000.0000",4470340.4851,Received in the company
366,CIALFO SUBCONTINENT PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,EDUCATION,Cialfo Pte. Ltd,Singapore,"34,00,00,080.0000",4463829.5973,Received in the company
367,MANE INDIA PRIVATE LIMITED,TELANGANA,K.V.Rangareddy,Manufacture of synthetic flavoured concentrates and syrups,V. MANE FILS,France,"33,99,98,640.0000",4463810.6917,Received in the company
368,Cmunity Innovations Private Limited,HARYANA,Gurgaon,Other non-specialised wholesale trade n.e.c.,JUNGLE VENTURES IV VCC,Singapore,"33,76,14,976.0000",4432515.7875,Received in the company
369,JRS India Corporation Private Limited,DELHI,South West Delhi,Preservation of fruit and vegetables n.e.c.,"Simplot International Holdings, Inc.",U.S.A,"33,43,95,000.0000",4390241.0205,Received in the company
370,"NEUTRAL GLASS AND ALLIED INDUSTRIES PRIVATE
LIMITED",MAHARASHTR A,Mumbai,"Manufacture of laboratory or pharmaceutical
glassware",GERRESHEIMER GLAS GMBH,Germany,"32,99,99,927.9900",4332538.5266,Received in the company
371,JPM INDUSTRIES LIMITED,DELHI,North West Delhi,Manufacture of motor vehicle electrical,Aviator Emerging Market Fund,Mauritius,"32,80,27,716.0000",4201465.214,Received in the
,,,,,,,,,
,,,,"equipment, such as generators, alternators, spark plugs,ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators etc",,,,,company
372,Deerfield Logistics Private Limited,KARNATAKA,Kolar,Construction of buildings carried out on own-account basis or on a fee or contract basis,Deerfield Logistics Pte. Ltd.,Singapore,"32,00,04,250.0000",4201306.195,Greenfield
373,STERLITE GRID 18 LIMITED,GUJARAT,VADODARA,Transmission of electric energy,"AMP Capital Infrastructure
Investment No.2 S.A R.L",Luxembourg,"32,47,00,000.0000",4158842.9528,Brownfield
374,63IDEAS INFOLABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other non-specialised wholesale trade n.e.c.,Mainstreet Digital Life IV Pte Ltd,Singapore,"32,26,24,120.0000",4132254.536,Received in the company
375,Revolut Payments India Private Limited,MAHARASHTR A,Mumbai,"Other professional, scientific and technical
activities n.e.c.",Revolut Holdings International Limited,United Kingdom,"31,40,33,600.0000",4122918.0835,"Received in the
company"
376,One Mobikwik Systems Limited,HARYANA,Gurgaon,Other information technology and computer service activities n.e.c,TREE LINE ASIA MASTER FUND (SINGAPORE) PTE LIMITED,Singapore,"31,74,99,283.0600",4106339.3365,Received in the company
377,AGILITY INFRASTRUCTURE PRIVATE LIMITED,MAHARASHTR A,Mumbai,Construction of buildings carried out on own-account basis or on a fee or contract basis,Agility DistriParks FZE,UAE,"31,98,68,010.0000",4096953.5547,Received in the company
378,CP WHOLESALE INDIA PRIVATE LIMITED,DELHI,East Delhi,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material,live animals,
food, beverages,",MAKRO ROH COMPANY LIMITED,Thailand,"30,99,99,970.0000",4069960.9284,Received in the company
,,,,,,,,,
,,,,intoxicants and textiles,,,,,
379,ROOTER SPORTS TECHNOLOGIES PRIVATE LIMITED,DELHI,South Delhi,Other information service activities n.e.c.,MCG II Investments LLC,U.S.A,"30,98,47,164.0000",4067954.7525,Received in the company
380,Qualitest Technologies Private Limited,TELANGANA,Hyderabad,"Other information technology and computer service
activities n.e.c",Quantum Holding UK Bidco Limited,United Kingdom,"31,40,16,371.3500",4022004.2286,Received in the company
381,ANRAK ALUMINIUM LIMITED,ANDHRA PRADESH,VISAKHAPATNAM,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys,KCAP METALS PTE. LTD.,Singapore,"30,59,16,940.0000",4016355.2052,Received in the company
382,Hands On Trades Private Limited,DELHI,South Delhi,Wholesale of fruits & vegetables,Grofers International Pte. Ltd.,Singapore,"30,31,40,180.0000",3979899.3801,Received in the company
383,SUN MOBILITY PRIVATE LIMITED,KARNATAKA,Bengaluru,Architectural and engineering activities and related technical consultancy,SUN Mobility Pte Ltd,Singapore,"30,72,74,750.0000",3974101.5503,Received in the company
384,Mountain Trail Foods Private Limited,KARNATAKA,Bengaluru,"Cafeterias, fast-food restaurants and other
food preparation in market stalls",KITARA PIIN 1502,Mauritius,"30,00,00,960.0000",3938684.8511,Received in the company
385,Liebherr Appliances India Private Limited,MAHARASHTR A,Aurangabad,"Manufacture of refrigerating or freezing equipment for industrial use, including assemblies of major
components",Liebherr Hausgerate GmbH,Germany,"30,00,00,000.0000",3938672.2473,Received in the company
386,PLASMAGEN BIOSCIENCES PRIVATE LIMITED,KARNATAKA,Bengaluru,Wholesale of pharmaceutical and medical goods,EIGHT ROADS INVESTMENTS MAURITIUS II LTD,Mauritius,"29,99,99,960.3600",3938671.7269,Received in the company
387,US Biomedical Systems India Pvt Ltd,PONDICHERRY,Pondicherry,"Other information technology and computer service
activities n.e.c",Biomedical Systems LLC,U.S.A,"30,75,01,334.2800",3938557.9213,Received in the company
,,,,,,,,,
388,JMJ GANPATI MAHARAJA CONSTRUCTION PRIVATE LIMITED,MAHARASHTR A,Pune,Construction of buildings carried out on own-account basis or on a fee or contract basis,GLOBAL TECHNOLOGY AND TRADEMARKS LIMITED F.Z.C.,UAE,"29,83,34,400.0000",3916804.739,BROWNFIEL D
389,DELIGHTFUL GOURMET PRIVATE LIMITED,KARNATAKA,Bengaluru,"Production, processing and preserving of other meat and meat
products n.e.c.",Vertex Growth Fund Pte Ltd,Singapore,"29,74,02,317.2900",3904567.5113,Received in the company
390,FINTECH BLUE SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Other information technology and computer service
activities n.e.c","Jungle Ventures IV VCC, acting for the purposes of its sub-fund JV
Leaders Holding Fund",Singapore,"30,40,69,920.0000",3894607.4652,Received in the company
391,DIAMONDPICK PRIVATE LIMITED,TAMIL NADU,Chennai,Activities of employment placement agencies,SYNERGIZE DIAMONDPICK INVESTMENT LLC,U.S.A,"30,40,00,000.0000",3893711.9114,Received in the company
392,Curefoods India Private Limited,KARNATAKA,Bengaluru,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar
powder etc. (this excludes the",Accel India V (Mauritius) Limited,Mauritius,"30,39,98,877.0000",3893697.5277,Received in the company
393,ARYA COLLATERAL WAREHOUSING SERVICES PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of
goods in foreign trade zones",Accion Quona Inclusion Fund L.P,U.S.A,"29,59,98,381.8400",3886135.3727,Received in the company
,,,,,,,,,
394,TATA MARCOPOLO MOTORS LIMITED,MAHARASHTR A,Mumbai,"Manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for semi-trailers etc.",Marcopolo SA,Brazil,"29,40,00,000.0000",3859898.8024,Received in the company
395,FARMART SERVICE PRIVATE LIMITED,UTTAR PRADESH,Lucknow,"Other supporting activities including agricultural gardening (excluding parks and gardening activities),
n.e.c.","Matrix Partners India Investments III, LLC",Mauritius,"29,30,26,140.0000",3847113.0845,Received in the company
396,Soothe Healthcare Private Limited,DELHI,South Delhi,"Manufacture of wadding of textile materials and articles of wadding such as
sanitary napkins and tampons",Britten Holdings Pte. Ltd.,Singapore,"29,99,99,813.3900",3842476.4698,Received in the company
397,ARYA COLLATERAL WAREHOUSING SERVICES PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade
zones",Accion Quona Inclusion Fund L.P,U.S.A,"29,59,98,381.8400",3828259.9796,Received in the company
398,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,"Munich Re Fund I, LP",U.S.A,"29,51,11,722.0800",3816792.4707,Received in the company
399,TATA MARCOPOLO MOTORS LIMITED,MAHARASHTR A,Mumbai,"Manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for semi-trailers etc.",Marcopolo SA,Brazil,"29,40,00,000.0000",3802414.145,Received in the company
400,Amazon Data Services India Private,DELHI,South Delhi,Data processing activities including,"AMAZON.COM, INC.",U.S.A,"28,87,50,000.0000",3790972.0381,Received in the
,,,,,,,,,
,Limited,,,report writing,,,,,company
401,GOQII TECHNOLOGIES PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other business support service activities n.e.c,GOQii INC,U.S.A,"29,29,27,782.0000",3788546.7406,Received in the company
402,Aviagen India Poultry Breeding Company Private Limited,TAMIL NADU,UDUMALPET TIRUPPUR DISTRICT,"Raising and breeding of chickens and capons, ducks, geese, turkeys and guinea fowls chickens and capons, ducks, geese, turkeys
and guinea fowls",AVIAGEN INTERNATIONAL HOLDINGS LIMITED,United Kingdom,"29,20,09,000.0000",3776663.7825,BROWNFIEL D
403,SOBEK AUTO INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Wholesale and retail sale of used motor vehicles,OLX India B.V.,Netherland,"28,70,51,395.6800",3768671.2191,Received in the company
404,Adhunik Power and Natural Resources Limited,JHARKHAND,Seraikela- kharsawan,"Electric power generation by coal based thermal power
plants","MACQUARIE SBI INFRASTRUCTURE INVESTMENTS PTE
LIMITED",Singapore,"28,84,20,000.0000",3730245.8765,Greenfield
405,DNV MES India Private Limited,MAHARASHTR A,Pune,Management consultancy activities,DNV AS,Norway,"28,80,00,000.0000",3724813.8563,Received in the company
406,Q HESTIA TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information service activities n.e.c.,IVY Homes PTE LTD,Singapore,"28,31,52,000.0000",3717476.4139,Received in the company
407,Lulu Hospitality Private Limited,KERALA,Thiruvananthapura m,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in
house boats",YUSUFF ALI M A,UAE,"28,10,39,578.5000",3689742.6275,Received in the company
408,INCRED CAPITAL FINANCIAL SERVICES PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other credit granting,INCRED SPECIAL OPPORTUNITIES FUND VCC,Singapore,"28,78,08,000.0000",3686320.5191,Received in the company
409,Cmunity Innovations Private Limited,HARYANA,Gurgaon,Other non-specialised wholesale trade n.e.c.,CITIUS SPV LLC,U.S.A,"27,93,58,044.0000",3613044.1429,Received in the company
410,Infibeam Avenues Limited,GUJARAT,Gandhi Nagar,Providing software support and,Season Two Ventures Fund I LP (Formerly,U.S.A,"27,49,99,995.0000",3610449.4944,Received in the
,,,,,,,,,
,,,,maintenance to the clients,"known as Season Two
Ventures Management LLC)",,,,company
411,TotalEnergies Gas & Power Projects India Private Limited,MAHARASHTR A,Mumbai,"Human resources provision and management of human
resources functions",TOTALENERGIES SE,France,"27,80,00,000.0000",3595480.0419,Received in the company
412,SURFBOARD INDIA PRIVATE LIMITED,MAHARASHTR A,Thane,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Nishant Patel,U.S.A,"27,49,50,000.0000",3556033.2284,Received in the company
413,SRK POWERTECH PRIVATE LIMITED,DELHI,South West Delhi,"Wholesale of telephone, mobile phone and communications equipment and parts",MENSA BRAND TECHNOLOGIES PTE LTD,Singapore,"27,68,83,548.4800",3546397.2724,Received in the company
414,Jain Irrigation Systems Limited,MAHARASHTR A,Jalgaon,Manufacture of other plastics products n.e.c.,International Finance Corporation (RTL),U.S.A,"27,60,66,563.6400",3535933.1158,Received in the company
415,VISAGE LINES PERSONAL CARE PRIVATE LIMITED,DELHI,West Delhi,"Manufacture of cosmetics and toileteries (includes manufacture of pre- shave, shaving or after shave preparations; personal deodorants and anti-respirants; perfumed bath bath salts and other bath prepa",Malabar India Fund Limited,Mauritius,"26,99,99,212.0000",3492002.7988,Received in the company
416,"AGODA INFORMATION TECHNOLOGY SERVICES INDIA
PRIVATE LIMITED",HARYANA,Gurgaon,Other information technology and computer service activities n.e.c,AGODA INTERNATIONAL PTE. LTD.,Singapore,"26,57,32,000.0000",3488770.8454,Received in the company
417,MGSA REALTY PRIVATE LIMITED,MAHARASHTR A,Mumbai,Construction of buildings carried out on,DIPAK RATILAL JEVANT,UAE,"26,40,00,000.0000",3466031.5776,Received in the
,,,,,,,,,
,,,,"own-account basis or
on a fee or contract basis",,,,,company
418,MGSA REALTY PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",ATUL RATILAL JEVANT MANEK,UAE,"26,63,32,000.0000",3444573.3471,Received in the company
419,PPC TECHNOLOGIES INDIA PRIVATE LIMITED,DELHI,South West Delhi,"Manufacture of data communications equipment, such as bridges, routers, and
gateways",Belden Singapore Private Limited,Singapore,"26,60,00,000.0000",3440279.4645,Received in the company
420,INDEPOT TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Computer consultancy and computer facilities management activities,Livspace Pte Limited,Singapore,"26,73,65,000.0000",3424481.2013,Received in the company
421,BENESSE INDIA PRIVATE LIMITED,DELHI,SOUTH WEST DELHI,"Higher education in science, commerce, humanity and fine arts
leading to a university degree or equivalent",BENESSE HOLDINGS INC,Japan,"26,73,00,000.0000",3423648.6642,Received in the company
422,FRESHTOHOME FOODS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable
format",FRESHTOHOME PTE LTD,Singapore,"26,71,89,410.0000",3422232.1984,Received in the company
423,O2 Power Private Limited,DELHI,South West Delhi,Electric power generation using solar energy,O2 POWER SG PTE. LTD.,Singapore,"26,00,00,000.0000",3413515.9477,Received in the company
424,Bridgestone India Automotive Products Private Ltd,TAMIL NADU,Kanchipuram,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles,road wheels, suspension shock
absorbers, radiators,",Bridgestone Corporation,Japan,"25,60,00,000.0000",3361000.3177,Received in the company
,,,,,,,,,
,,,,"silencers, exhaust
pipes, catalysers, clutches, ste",,,,,
