Table No.19 (b),,,,,,,,,,
"STATEMENT ON REMMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS UNDER ACQUISITION OF SHARES ROUTE
RECEIVED DURING APRIL 2020 TO JUNE 2020
127,"EXCELERON SOFTWARE
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Christine Crenshaw,U.S.A,0.03,0.00,"Received in the
Company",
128,"EXCELERON SOFTWARE
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Crenfam LLC,U.S.A,3.38,0.04,"Received in the
Company",
129,"FAMPAY SOLUTIONS PRIVATE
LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Fampay Inc,U.S.A,0.04,0.00,"Received in the
company",
130,FASTA MACHINERY PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Wholesale of electrical machinery, equipment and
supplies, n.e.c.",Shi Xiaoshuai,China,0.09,0.00,Greenfield,
131,FEDERAL MOGUL GOETZE INDIA LIMITED,DELHI,South Delhi,"Manufacture of parts and accessories of bodies for motor vehicles such as safety belts,
airbags,doors, bumpers",IEH FMGI HOLDINGS LLC,U.S.A,8107.05,106.34,Received in the Company,
132,"FELURIAN TECHNOLOGY
PRIVATE LIMITED",DELHI,South Delhi,"Other information technology and
computer service activities n.e.c","Rebright Partners III
Investment Partnership",Japan,2.57,0.03,"Received in the
company",
133,"FELURIAN TECHNOLOGY
PRIVATE LIMITED",DELHI,South Delhi,"Other information technology and
computer service activities n.e.c","Rebright Partners III
Investment Partnership",Japan,2.57,0.03,"Received in the
Company",
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
134,"FELURIAN TECHNOLOGY
PRIVATE LIMITED",DELHI,South Delhi,"Other information technology and
computer service activities n.e.c","Rebright Partners III
Investment Partnership",Japan,2.57,0.03,"Received in the
Company",
135,"FELURIAN TECHNOLOGY
PRIVATE LIMITED",DELHI,South Delhi,"Other information technology and
computer service activities n.e.c","Rebright Partners III
Investment Partnership",Japan,5.16,0.07,"Received in the
Company",
136,"FLEETX TECHNOLOGIES
PRIVATE LIMITED",HARYANA,Gurgaon,"Providing software support and
maintenance to the clients","BEENEXT Emerging Asia PTE
LTD.",Singapore,0.94,0.01,"Received in the
Company",
137,FLEETX TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,Providing software support and maintenance to the clients,BEENEXT Emerging Asia PTE LTD.,Singapore,0.94,0.01,Received in the company,
138,Fontana Fasteners India Private Limited,DELHI,South Delhi,Sale of motor vehicle parts and accessories,Sofind International Holding BV,Netherland,0.41,0.01,Received in the Company,
139,Forus Health Private Limited,KARNATAKA,Bengaluru,"Manufacture of optical
instruments and equipment",Teamfund LP,"Cayman
Islands",4.44,0.06,"Received in the
Company",
140,Forus Health Private Limited,KARNATAKA,Bengaluru,"Manufacture of optical
instruments and equipment","ACCEL INDIA III (MAURITIUS)
LIMITED",Mauritius,14.31,0.19,"Received in the
Company",
141,"FUJI ELECTRIC CONSUL
NEOWATT PRIVATE LIMITED",TAMIL NADU,Kanchipuram,"Manufacture of other electrical
equipment",Fuji Electric Co. Ltd.,Japan,0.05,0.00,"Received in the
Company",
142,"FUJI ELECTRIC CONSUL
NEOWATT PRIVATE LIMITED",TAMIL NADU,Kanchipuram,"Manufacture of other electrical
equipment",Fuji Electric Co. Ltd.,Japan,0.08,0.00,"Received in the
Company",
143,"FUJI ELECTRIC CONSUL
NEOWATT PRIVATE LIMITED",TAMIL NADU,Kanchipuram,"Manufacture of other electrical
equipment",Fuji Electric Co. Ltd.,Japan,0.08,0.00,"Received in the
company",
144,"FUJI ELECTRIC CONSUL
NEOWATT PRIVATE LIMITED",TAMIL NADU,Kanchipuram,"Manufacture of other electrical
equipment",Fuji Electric Co. Ltd.,Japan,0.11,0.00,"Received in the
company",
145,"FUJI ELECTRIC CONSUL
NEOWATT PRIVATE LIMITED",TAMIL NADU,Kanchipuram,"Manufacture of other electrical
equipment",FUJI ELECTRIC CO. LTD.,Japan,0.17,0.00,"Received in the
company",
146,"FUJI ELECTRIC CONSUL
NEOWATT PRIVATE LIMITED",TAMIL NADU,Kanchipuram,"Manufacture of other electrical
equipment",FUJI ELECTRIC CO. LTD,Japan,0.08,0.00,"Received in the
company",
147,FUJI ELECTRIC CONSUL NEOWATT PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Manufacture of other electrical equipment,Fuji Electric Co. Ltd,Japan,0.08,0.00,Received in the company,
148,FUTURE FOCUS INFOTECH PRIVATE LIMITED,TAMIL NADU,Chennai,Providing software support and maintenance to the clients,EN-ASIA HOLDINGS LIMITED,HongKong,223.56,2.95,Received in the company,
149,GAINHERO INDIA PRIVATE LIMITED,UTTAR PRADESH,GREATER NOIDA,"Manufacture of desktop computers, laptop computers, hand-held computers (e.g.
PDA),mainframe computers and
computer servers",QIAN GUOHUA,HongKong,0.04,0.00,Received in the Company,
150,GALL ZEIDLER CONSULTANTS INDIA PRIVATE LIMITED,DELHI,South West Delhi,"Architectural and engineering
activities and related technical consultancy",Kurt Zeidler,Austria,0.05,0.00,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
151,Gargantuan Industrial Space Solutions Private Limited,MAHARASHTRA,Mumbai,"Construction of buildings carried
out on own-account basis or on a fee or contract basis",ESR India Investor Pte. Ltd.,Singapore,0.00,0.00,Received in the company,
152,Gautam Premises Private Limited,MAHARASHTRA,Mumbai,Real estate activities with own or leased property,Ras Holdings Pty Ltd,Australia,10.01,0.13,Received in the company,
153,GERMAN OSTEO PROTECTION CENTERS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Activities of independent
diagnostic/pathological laboratories",GID German-Indian Diagnostics GmbH,Germany,0.00,0.00,Received in the company,
154,GERMAN OSTEO PROTECTION CENTERS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Activities of independent diagnostic/pathological
laboratories",GID German-Indian Diagnostics GmbH,Germany,0.00,0.00,Received in the Company,
155,"GODUTCH TECHNOLOGIES
PRIVATE LIMITED",MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c","Godutch Technologies, Inc.",U.S.A,0.02,0.00,"Received in the
Company",
156,"GODUTCH TECHNOLOGIES
PRIVATE LIMITED",MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c","Godutch Technologies, Inc.",U.S.A,0.02,0.00,"Received in the
company",
157,"GODUTCH TECHNOLOGIES
PRIVATE LIMITED",MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c","Godutch Technologies, Inc.",U.S.A,0.02,0.00,"Received in the
Company",
158,"GOOD WORKERS INDIA PRIVATE
LIMITED",MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",Affinity ID Ventures PTE. LTD.,Singapore,0.02,0.00,"Received in the
company",
159,"GOOD WORKERS INDIA PRIVATE
LIMITED",MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",GOODWORKER PTE LTD,Singapore,0.04,0.00,"Received in the
company",
160,"GRADLANE SYSTEMS PRIVATE
LIMITED",TELANGANA,K.V.Rangareddy,"Other data processing, hosting
and related activities n.e.c.","Industrious Partners
International Limited",China,0.00,0.00,"Received in the
Company",
161,GRANULES OMNICHEM PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and
plasmas; salicylic acid, its",S.A. Ajinomoto OmniChem N.V.,Belgium,1098.52,14.51,Received in the Company,
162,GREENAWARE ECOPRODUCTS PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of other primary paper materials including composite paper and paper board
n.e.c.",BAGASSE INTERNATIONAL WLL,Bahrain,0.03,0.00,Received in the company,
163,GREENERACE TECHNOLOGIES PVT LTD,UTTAR PRADESH,Gautam Buddha Nagar,Other information technology and computer service activities n.e.c,STEWART JOSEPH WALTER,Australia,0.99,0.01,Received in the Company,
164,Grexit Software Private Limited,UTTAR PRADESH,Ghaziabad,"Providing software support and
maintenance to the clients",Grexit Inc.,U.S.A,3.31,0.04,"Received in the
company",
165,Grexit Software Private Limited,UTTAR PRADESH,Ghaziabad,Providing software support and,GREXIT INC.,U.S.A,1.42,0.02,Received in the,
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,maintenance to the clients,,,,,Company,
166,HAMILTON MEDICAL INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of scientific, medical and surgical machinery and
equipment",Hamilton Medical AG,Switzerland,0.00,0.00,Received in the Company,
167,HAMILTON MEDICAL INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of scientific, medical and surgical machinery and
equipment",Medin Medical Innovations GmbH,Germany,0.00,0.00,Received in the company,
168,"HANNA DIGITAL TECHNOLOGY
PRIVATE LIMITED",MAHARASHTRA,Raigarh(MH),"Providing software support and
maintenance to the clients","HANNA INSTRUMENTS
INTERNATIONAL HLD",Cyprus,2.50,0.03,"Received in the
company",
169,Hind Pocket Books Private Limted,DELHI,East Delhi,"Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias (including on CD-
ROM)",PENGUIN BOOKS LIMITED,United Kingdom,0.30,0.00,Received in the company,
170,Hind Pocket Books Private Limted,DELHI,East Delhi,"Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias (including on CD-
ROM)",PENGUIN BOOKS LIMITED,United Kingdom,0.65,0.01,Received in the Company,
171,HINDUJA INVESTMENTS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and
tapestry, sports clothes",Varenna Holdings Limited,Cyprus,50.00,0.66,Received in the Company,
172,"Homevista Decor and
Furnishings Private Limited",KARNATAKA,Bengaluru,Activities of interior decorators,"Bahrain National Life
Assurance Company B.S.C (C)",Bahrain,11.67,0.15,"Received in the
Company",
173,"Homevista Decor and
Furnishings Private Limited",KARNATAKA,Bengaluru,Activities of interior decorators,Evolvence India Fund III LTD,Mauritius,58.57,0.77,"Received in the
Company",
174,Howzat Games Private Limited,DELHI,"South West
Delhi","Other information technology and
computer service activities n.e.c","Junglee Games, Inc.",U.S.A,0.10,0.00,"Received in the
company",
175,Howzat Games Private Limited,DELHI,"South West
Delhi","Other information technology and
computer service activities n.e.c","Junglee Games, Inc.",U.S.A,0.00,0.00,"Received in the
company",
176,HR FOOD PROCESSING PRIVATE LIMITED,JHARKHAND,Ranchi,"Manufacture of pasteurised milk whether or not in bottles/ polythene packs etc. (plain or
flavoured)",CDC GROUP PLC,United Kingdom,25.75,0.34,Received in the Company,
177,HYCLONE LIFE SCIENCES SOLUTIONS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals:
antibiotics,endocrine products,",Pall Filtration Pte Ltd,Singapore,0.01,0.00,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"basic vitamins; opium derivatives;
sulpha drugs; serums and plasmas; salicylic acid, its",,,,,,
178,HYCLONE LIFE SCIENCES SOLUTIONS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and
plasmas; salicylic acid, its",Pall Filtration Pte Ltd,Singapore,1195.14,15.80,Received in the company,
179,"Idea Spark Solutions Private
Limited",TELANGANA,Hyderabad,"Other data processing, hosting
and related activities n.e.c.",Fortuna Games A.S.,"Czech
Republic",35.55,0.47,"Received in the
Company",
180,"Idea Spark Solutions Private
Limited",TELANGANA,Hyderabad,"Other data processing, hosting
and related activities n.e.c.",Fortuna Games a.s.,"Czech
Republic",36.98,0.49,"Received in the
Company",
181,"IDS NEXT BUSINESS SOLUTIONS
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Madhukar Prasad,U.S.A,1.77,0.02,"Received in the
company",
182,"IFAST FINANCIAL INDIA PRIVATE
LIMITED",MAHARASHTRA,Mumbai,"Activities auxiliary to financial
service activities n.e.c.","IFAST INDIA INVESTMENTS PTE
LTD",Singapore,6.13,0.08,"Received in the
Company",
183,"IL&FS Wind Power Services
Limited",MAHARASHTRA,Mumbai,"Other professional, scientific and
technical activities n.e.c.",ORIX Corporation,Japan,60.56,0.79,"Received in the
Company",
184,IMERIT TECHNOLOGY SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,IMERIT INC,U.S.A,5.00,0.07,Received in the Company,
185,IMERIT TECHNOLOGY SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,IMERIT INC,U.S.A,25.65,0.34,Received in the Company,
186,IMMPLY INDIA TECHNOLOGY PRIVATE LIMITED,MAHARASHTRA,Mumbai,Providing software support and maintenance to the clients,"SOCIAL ANNEX, INC.",U.S.A,1.00,0.01,Received in the Company,
187,IMMUNEEL THERAPEUTICS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Research and experimental
development on natural sciences and engineering",SIDDHARTHA MUKHERJEE,U.S.A,0.03,0.00,Received in the company,
188,"INCLUSYS INDIA PRIVATE
LIMITED",UTTAR PRADESH,"Gautam Buddha
Nagar","Providing software support and
maintenance to the clients",INCLUSYS LIMITED,NewZealand,0.10,0.00,"Received in the
Company",
189,Indeever Industrial & Logistics Park Private Limited,HARYANA,Jhajjar,"Construction of buildings carried
out on own-account basis or on a fee or contract basis",ILP II Ventures X Pte. Ltd.,Singapore,0.01,0.00,Greenfield,
190,"INDUS INFOTECH PRIVATE
LIMITED",MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",Indus Valley Holdings Limited,Mauritius,0.04,0.00,"Received in the
company",
191,"INDUS INFOTECH PRIVATE
LIMITED",MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",Indus Valley Holdings Limited,Mauritius,0.04,0.00,"Received in the
Company",
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
192,"Intain Technologies Private
Limited",TAMIL NADU,Kanchipuram,"Other information technology and
computer service activities n.e.c",INTAIN INC,U.S.A,0.30,0.00,"Received in the
company",
193,"Ironhide Generation (India)
Private LImited",TELANGANA,Medak,"Electric power generation using
solar energy",Ironhide Generation Limited,"United
Kingdom",0.01,0.00,"Received in the
Company",
194,Isprava Hospitality Private Limited,MAHARASHTRA,Mumbai,"Provision of short stay accommodation n.e.c. (e.g. holiday homes, private guest
houses etc.)",NIKHIL NATH,Singapore,0.01,0.00,Received in the company,
195,Isprava Hospitality Private Limited,MAHARASHTRA,Mumbai,"Provision of short stay accommodation n.e.c. (e.g. holiday homes, private guest
houses etc.)",HARSHIL KANTILAL KOTHARI,HongKong,0.04,0.00,Received in the company,
196,"Istar Skill Development Private
Limited",KARNATAKA,Bengaluru,Educational support activities,SCI Investments VI,Mauritius,1.98,0.03,"Received in the
company",
197,"Istar Skill Development Private
Limited",KARNATAKA,Bengaluru,Educational support activities,SCI Investments VI,Mauritius,14.16,0.19,"Received in the
company",
198,"Istar Skill Development Private
Limited",KARNATAKA,Bengaluru,Educational support activities,SCI Investments VI,Mauritius,0.00,0.00,"Received in the
company",
199,IVY Entertainment Private Limited,DELHI,South Delhi,Motion picture distribution,IVY Entertainment Holdings Limited,UAE,0.10,0.00,Received in the Company,
200,IVY Entertainment Private Limited,DELHI,South Delhi,Motion picture distribution,Ivy Entertainment Group Holdings Ltd,Cayman Islands,0.00,0.00,Received in the Company,
201,"JLT Independent Insurance
Brokers Private Limited",MAHARASHTRA,Mumbai,"Management consultancy
activities",JLT Asia Holdings B.V.,Netherland,568.00,7.50,"Received in the
Company",
202,John Distilleries Private Limited,KARNATAKA,Bengaluru,"Manufacture of distilled, potable, alcoholic beverages such as whisky, brandy, gin, mixed drinks
etc.",Sazerac of Ireland Limited,Ireland,999.51,13.21,Received in the company,
203,Kapp Niles India Technologies Private Limited,KARNATAKA,Bengaluru,"Manufacture of machine tools for
turning, drilling, milling, shaping, planning, boring, grinding etc.",Kapp GmbH & CO. KG,Germany,0.01,0.00,Received in the Company,
204,"KARTBEE TECHNOLOGIES
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Finnov Private Limited,Singapore,0.01,0.00,"Received in the
Company",
205,KEDIMA SERVICES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale
trade",Kedima S.A.,Luxembourg,0.00,0.00,Received in the Company,
206,KEDIMA SERVICES PRIVATE,MAHARASHTRA,Mumbai,Activities of other commission,Papier-Mettler Luxemburg,Luxembourg,0.00,0.00,Received in the,
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,LIMITED,,,"agents n.e.c. (including commission agents working in emerging areas for wholesale
trade",GmbH,,,,Company,
207,KIMPLAS PIPING SYSTEMS LIMITED,MAHARASHTRA,Nashik,"Manufacture of moulded industrial accessories of plastics [including electrical insulating
fittings of plastics]",Norma Group Asia Pacific Holding Pte Limited,Singapore,2.75,0.04,Received in the Company,
208,KLENTY INDIA PRIVATE LIMITED,TAMIL NADU,Chennai,"Other information technology and
computer service activities n.e.c",Klentysoft Inc.,U.S.A,0.06,0.00,"Received in the
Company",
209,KLIMAS INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers
and other hand tools",PAWEL KLIMAS,Poland,0.00,0.00,Received in the Company,
210,KLIMAS INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers
and other hand tools",Wojciech Klimas,Poland,0.00,0.00,Received in the Company,
211,Komorebi Tech Solutions Pvt Ltd,MAHARASHTRA,Mumbai,"Urban or suburban passenger
bus transport (excluding chartered bus)",LIGHTBOX VENTURES III,Mauritius,76.94,1.02,Received in the company,
212,KONTENT CAFE PRIVATE LIMITED,DELHI,South West Delhi,Other information technology and computer service activities n.e.c,ALL THINGS DIGITAL PTE LTD.,Singapore,0.32,0.00,Received in the company,
213,KOOH SPORTS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Educational support activities,Gaja Capital Fund II Limited,Mauritius,2.44,0.03,Received in the company,
214,KRATIKAL TECH PRIVATE LIMITED,UTTAR PRADESH,Agra,Providing software support and maintenance to the clients,Chandra Kant Sharma,UAE,0.52,0.01,Received in the Company,
215,"KRAZYBEE SERVICES PRIVATE
LIMITED",KARNATAKA,Bengaluru,Other credit granting,Finnov Private Limited,Singapore,26.61,0.35,"Received in the
Company",
216,Krebs & Riedel Abrasives India Private Limited,KARNATAKA,Bengaluru,"Manufacture of machine tools for turning, drilling, milling, shaping,
planning, boring, grinding etc.","Krebs And Riedel Schleifscheibenfabrik GmbH &
CO. KG",Germany,0.01,0.00,Received in the Company,
217,Kumi Supreme India Private Limited,RAJASTHAN,Alwar,"Manufacture of moulded industrial accessories of plastics [including electrical insulating
fittings of plastics]",Kumi (Thailand) Co. Ltd,Thailand,243.25,3.22,Received in the company,
218,KWICKBOX TECHNOLOGY,KARNATAKA,Bengaluru,"Other data processing, hosting",TECHAPP PRIVATE LIMITED,Singapore,0.00,0.00,Received in the,
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,PRIVATE LIMITED,,,and related activities n.e.c.,,,,,company,
219,"KWICKBOX TECHNOLOGY
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other data processing, hosting
and related activities n.e.c.",TECHAPP PRIVATE LIMITED,Singapore,0.00,0.00,"Received in the
company",
220,LARTING PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other non-specialised wholesale
trade n.e.c.","FEELING GULF HOLDINGS CO
LIMITED",China,0.10,0.00,"Received in the
Company",
221,"LEI POWERGEAR PRIVATE
LIMITED",TAMIL NADU,Kanchipuram,"Manufacture of other electrical
equipment",LEADER ELECTRONICS INC,Taiwan,0.05,0.00,"Received in the
company",
222,"LOGINEXT SOLUTIONS PRIVATE
LIMITED",MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",LOGINEXT SOLUTIONS INC.,U.S.A,256.31,3.36,"Received in the
Company",
223,"LOGINEXT SOLUTIONS PRIVATE
LIMITED",MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",Loginext Solutions INC.,U.S.A,47.86,0.63,"Received in the
company",
224,"LOGSY SOLUTIONS PRIVATE
LIMITED",TELANGANA,Hyderabad,"Providing software support and
maintenance to the clients",BESA GMBH,Germany,0.04,0.00,"Received in the
Company",
225,"Lok Advisory Services Private
Limited",DELHI,West Delhi,"Management consultancy
activities",Lakshya Foundation,Mauritius,134.26,1.77,"Received in the
Company",
226,Lok Advisory Services Private Limited,DELHI,West Delhi,Management consultancy activities,Lakshya Foundation,Mauritius,137.00,1.81,Received in the Company,
227,Loveleem Distribution India Private Limited,MAHARASHTRA,MUMBAI,"Wholesale of toiletry, perfumery and cosmetics",LOVELEEM PTE LTD,Singapore,0.10,0.00,Received in the Company,
228,"MAD-ELEPHANT NETWORK
TECHNOLOGY PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c","Ruming (Hong Kong) Network
Technology Limited",HongKong,0.05,0.00,"Received in the
Company",
229,"MAHINDRA ASSET MANAGEMENT COMPANY
PRIVATE LIMITED",MAHARASHTRA,Mumbai,Management of mutual funds,"MANULIFE INVESTMENT MANAGEMENT (SINGAPORE)
PTE. LTD.",Singapore,208.01,2.75,Received in the Company,
230,Mahindra CIE Automotive Limited,MAHARASHTRA,Mumbai,"Forging, pressing, stamping and roll-forming of metal; powder
metallurgy","Participaciones Internacionales Autometal,
DOS S.L.",Spain,7.01,0.09,Received in the Company,
231,Mahindra CIE Automotive Limited,MAHARASHTRA,Mumbai,"Forging, pressing, stamping and
roll-forming of metal; powder metallurgy","Participaciones
Internacionales Autometal, DOS S.L.",Spain,0.21,0.00,Received in the Company,
232,Mahindra CIE Automotive Limited,MAHARASHTRA,Mumbai,"Forging, pressing, stamping and
roll-forming of metal; powder metallurgy","Participaciones
Internacionales Autometal, DOS S.L.",Spain,7.73,0.10,Received in the company,
233,"MANASH LIFESTYLE PRIVATE
LIMITED",MAHARASHTRA,Mumbai,Retail sale via e-commerce,"Goldman Sachs Asia Strategic
Pte. Ltd.",Singapore,88.77,1.17,"Received in the
Company",
234,"MANASH LIFESTYLE PRIVATE
LIMITED",MAHARASHTRA,Mumbai,Retail sale via e-commerce,"Goldman Sachs Asia Strategic
Pte. Ltd.",Singapore,98.96,1.31,"Received in the
Company",
235,Maruti Suzuki India Limited,DELHI,South West,Manufacture of passenger cars,SUZUKI MOTOR CORPORATION,Japan,1347.92,17.82,Received in the,
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,Delhi,,,,,,company,
236,"MAST GLOBAL BUSINESS SERVICES INDIA PRIVATE
LIMITED",KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,"LB US Holding, LLC (formerly known as LB US Holding, Inc.)",U.S.A,38.45,0.51,Received in the company,
237,MATSUO INDIA PRIVATE LIMITED,HARYANA,Gurgaon,"Sale of motor vehicle parts and
accessories","MATSUO SANGYO CO., LTD.",Japan,0.01,0.00,"Received in the
Company",
238,MEDPLUS HEALTH SERVICES PRIVATE LIMITED,TELANGANA,Hyderabad,"Activities of independent diagnostic/pathological
laboratories",SS PHARMA LLC,U.S.A,307.98,4.07,Received in the Company,
239,MEDPLUS HEALTH SERVICES PRIVATE LIMITED,TELANGANA,Hyderabad,"Activities of independent
diagnostic/pathological laboratories",SHORE PHARMA LLC,U.S.A,92.04,1.22,Received in the company,
240,"MOBIBOX SOFTECH PRIVATE
LIMITED",GUJARAT,Valsad,"Providing software support and
maintenance to the clients",MOBILE ARTS S.A.L. (HOLDING),Lebanon,0.09,0.00,"Received in the
company",
241,MOONSHINE TECHNOLOGY PRIVATE LIMITED,DELHI,South Delhi,"Computer consultancy and
computer facilities management activities",Bellerive Capital (BCP) 6 Limited,British Virginia,2.34,0.03,Received in the Company,
242,MOONSHINE TECHNOLOGY PRIVATE LIMITED,DELHI,South Delhi,"Computer consultancy and
computer facilities management activities",Bellerive Capital (BCP) 6 Limited,British Virginia,0.94,0.01,Received in the Company,
243,MOONSHINE TECHNOLOGY PRIVATE LIMITED,DELHI,South Delhi,"Computer consultancy and computer facilities management
activities",Bellerive Capital (BCP) 6 Limited,British Virginia,19.41,0.26,Received in the Company,
244,MOONSHINE TECHNOLOGY PRIVATE LIMITED,DELHI,South Delhi,"Computer consultancy and
computer facilities management activities",Bellerive Capital (BCP) 6 Limited,British Virginia,4.68,0.06,Received in the Company,
245,MOONSHINE TECHNOLOGY PRIVATE LIMITED,DELHI,South Delhi,"Computer consultancy and
computer facilities management activities",Bellerive Capital (BCP) 6 Limited,British Virginia,19.41,0.26,Received in the company,
246,"MUKAND SUMI METAL
PROCESSING LIMITED",MAHARASHTRA,Mumbai,"Manufacture of hot-rolled and
cold-rolled products of steel",Sumitomo Corporation,Japan,322.01,4.25,"Received in the
Company",
247,"NANOPRECISE DATA SERVICES
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Nanoprecise SCI Corp,Canada,0.60,0.01,"Received in the
company",
248,"Nayan India Science and
Technologies Private Limited",DELHI,South Delhi,"Other information service
activities n.e.c.","BEENEXT EMERGING ASIA PTE
LTD",Singapore,5.01,0.07,"Received in the
Company",
249,NEOLYNC SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Manufacture of data communications equipment, such
as bridges, routers, and gateways",NEOLYNC HOLDINGS LTD,Israel,0.01,0.00,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
250,NESTAWAY TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in
an easily searchable format",Goldman Sachs Asia Strategic Pte Limited,Singapore,43.82,0.57,Received in the Company,
251,Network Solutions Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,IBM South Asia Holdings,Mauritius,21.32,0.28,Received in the Company,
252,Network Solutions Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,IBM South Asia Holdings,Mauritius,42.46,0.56,Received in the Company,
253,Next Polymers Limited,MAHARASHTRA,Mumbai,"Manufacture of plastic in primary
forms (includes amino-resins, polyurethanes etc.)",Celanese India Holdings B.V.,Netherland,4.52,0.06,Received in the Company,
254,Next Polymers Limited,MAHARASHTRA,Mumbai,"Manufacture of plastic in primary forms (includes amino-resins,
polyurethanes etc.)",Celanese India Holdings B.V.,Netherland,37.27,0.49,Received in the Company,
