"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS UNDER RBI’s AUTOMATIC ROUTE
987,SHREE NAMAN HOTELS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",AAPC SINGAPORE PTE LTD,Singapore,19.95,0.27,Received in the Company,
988,AEQUS CONSUMER PRODUCTS PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of other games and toys n.e.c.,AIGF Investments Private Limited,Mauritius,20.00,0.27,Received in the Company,
989,REALWORLD ONE STUDIO INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,REALWORLD One GMBH AND Co. KG,Germany,20.00,0.27,"Received in
the Company",
990,KNACK INFOTECH PVT. LTD.,MAHARASHTRA,Mumbai,Real estate activities with own or leased property,RAJIV SHARMA,U.S.A,20.00,0.27,"Received in the
Company",
991,SRI LAXMI KRAVIA TECHLABS PRIVATE LIMITED,GUJARAT,Ahmedabad,Other information technology and computer service activities n.e.c,MAHESHKUMAR RAOJIBHAI PATEL,UAE,19.96,0.27,Received in the Company,
992,Jani Sales Private Limited,GUJARAT,Valsad,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur,fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals,
ores and metals",Saifee Abbasbhai Jani,UAE,19.82,0.27,Greenfield,
993,PIONEER ADHESIVES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of gelatine and its derivatives,
resinoids, glues, prepared adhesives, including rubber-based glues and adhesives","PIONEER ADHESIVES,INC.",Philippines,19.82,0.27,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
994,HORTIFAL SERVICES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other supporting activities including
agricultural gardening (excluding parks and gardening activities), n.e.c.",GROWCO LTD,Mauritius,19.89,0.27,"Received in
the Company",
995,BLESSINGS RESORTS PVT LTD,PUNJAB,Amritsar,"Hotels and Motels, inns, resorts providing
short term lodging facilities; includes accommodation in house boats",FOXHOLE HOLDINGS LIMITED,UAE,19.77,0.27,"Received in
the Company",
996,ADRIYO TECHNOLOGY PRIVATE LIMTED,DELHI,Central Delhi,Other information technology and computer service activities n.e.c,N Pradeip Cumar and Anitha Hariharan,Singapore,19.75,0.27,Received in the Company,
997,Zomato Private Limited,DELHI,South Delhi,Other information service activities n.e.c.,Fidelity Group Trust For Employee Benefit Plans: Fidelity OTC Commingled Pool,U.S.A,19.82,0.27,Received in the Company,
998,KID-O EDUCATION PRIVATE LIMITED,MAHARASHTRA,Mumbai,Pre-primary education (education preceding the first level),Kido India Pte. Ltd.,Singapore,19.77,0.27,"Received in
the Company",
999,"TOOKITAKI TECHNOLOGIES PRIVATE
LIMITED",KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,TOOKITAKI HOLDING PTE LTD,Singapore,19.53,0.27,"Received in the
Company",
1000,Zomato Private Limited,DELHI,South Delhi,Other information service activities n.e.c.,Variable Insurance Products Fund III: Growth Opportunities Portfolio,U.S.A,19.52,0.27,Received in the Company,
1001,VIROHAN PRIVATE LIMITED,HARYANA,Faridabad,Technical and vocational education below the level of higher education except for handicapped,LEASING ARTHA LIMITED,Mauritius,19.13,0.26,Received in the Company,
1002,VIROHAN PRIVATE LIMITED,HARYANA,Faridabad,"Technical and vocational education below the level of higher education except for
handicapped",Elea Foundation for Ethics in Globalization,Switzerland,19.13,0.26,"Received in the
Company",
1003,Sil-More Trade Private Limited,DELHI,North Delhi,Manufacture of other plastics products n.e.c.,SIL MORE INDUSTRIAL LIMITED,Taiwan,18.96,0.26,"Received in the
Company",
1004,EVERGREEN C and T India Private Limited,DELHI,South West Delhi,"Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles etc.",Evergreen C and T Corporation,South Korea,19.00,0.26,Received in the Company,
1005,"WEISS AUTOMATION SOLUTIONS INDIA
PRIVATELIMITED",MAHARASHTRA,Pune,Manufacture of other special-purpose machinery n.e.c.,Weiss GmbH,Germany,19.00,0.26,"Received in the
Company",
1006,AGRIM WHOLESALE PRIVATE LIMITED,HARYANA,Hisar,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material,live animals, food, beverages,
intoxicants and textiles",ACCION VENTURE LAB LP,U.S.A,18.87,0.26,Received in the Company,
1007,Simon Electric Private,UTTARAKHAND,HARIDWAR,Manufacture of electricity distribution and,SIMON HOLDING S L,Spain,18.86,0.26,Brownfield,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,Limited,,,"control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge
suppressors, junction",,,,,,
1008,VOUCHER ACTIVATION SERVICES INDIA PRIVATE LIMITED,DELHI,South West Delhi,Other non-specialised wholesale trade n.e.c.,voucher activation services limited,Mauritius,18.90,0.26,Received in the Company,
1009,ZWAYAM DIGTIAL PRIVATE LIMITED,KARNATAKA,Bengaluru,Computer consultancy and computer facilities management activities,SAGE IT INC,U.S.A,18.74,0.26,Received in the Company,
1010,ALTIGREEN PROPULSION LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Technical testing and analysis,Surendra Saboo and Shakuntala Saboo,U.S.A,18.79,0.26,"Received in
the Company",
1011,ZORBA RENAISSANCE PRIVATE LIMITED,TAMIL NADU,Chennai,Other amusement and recreation activities n.e.c.,Cutting Edge Music Holding Limited,United Kingdom,18.67,0.26,"Received in the
Company",
1012,JOGO TECHNOLOGIES PRIVATE LIMITED,DELHI,South West Delhi,Operation of sports facilities,"SRI CAPITAL FUND I, L.P.",U.S.A,18.74,0.26,Received in the Company,
1013,MGSA REALTY PRIVATE LIMITED,MAHARASHTRA,Mumbai,Construction of buildings carried out on own-account basis or on a fee or contract basis,Atul Ratilal Jevant Manek,UAE,18.71,0.26,Received in the Company,
1014,MGSA REALTY PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Construction of buildings carried out on
own-account basis or on a fee or contract basis",Dipak Ratilal Jevant,UAE,18.71,0.26,"Received in
the Company",
1015,PRANAYA PHARMACEUTICALS PRIVATE LIMITED,TELANGANA,K.V.Rangareddy,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.,Kanigiri Gade,U.S.A,18.37,0.25,Received in the Company,
1016,"WESTMINSTER
HEALTHCARE PRIVATE LIMITED",TAMIL NADU,Chennai,Activities of independent diagnostic/pathological laboratories,LYCAMOBILE ITALY LDA,Portugal,18.36,0.25,Brownfield,
1017,WESTMINSTER HEALTHCARE PRIVATE LIMITED,TAMIL NADU,Chennai,Activities of independent diagnostic/pathological laboratories,LYCAMOBILE ITALY LDA,Portugal,18.33,0.25,Brownfield,
1018,JUMBOTAIL TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content
in an easily searchable format",THE PETER CROSBY ESTATE DISCRETIONARY TRUST,Australia,18.31,0.25,Received in the Company,
1019,AMMAN-TRY STEELS PVT LTD,TAMIL NADU,Tiruchirappalli,"Manufacture of steel in ingots or other primary forms, and other semi-finished
products of steel",YNI FIN CAPITAL INVESTMENTS SPC,Cayman Islands,18.30,0.25,"Received in the
Company",
1020,PRANAYA,TELANGANA,K.V.Rangareddy,Manufacture of other pharmaceutical and,Kanigiri Gade,U.S.A,18.25,0.25,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,PHARMACEUTICALS PRIVATE LIMITED,,,botanical products n.e.c. like hina powder etc.,,,,,the Company,
1021,Bayview Digital Solutions Private Limited,MAHARASHTRA,Mumbai,Providing software support and maintenance to the clients,SYMBO PLATFORM HOLDINGS PTE. LTD.,Singapore,18.22,0.25,Received in the Company,
1022,"DIVEKAR WALLSTABE & SCNEIDER PRECISION
SEALS PRIVATE LIMITED",MAHARASHTRA,Thane,"Manufacture of rubber plates, sheets, strips, rods, tubes, pipes, hoses and profile -shapes
etc.",WALLSTABE SCHNEIDER INTERNATIONAL GMBH,Germany,18.19,0.25,"Received in the
Company",
1023,AGP CITY GAS PRIVATE LIMITED,DELHI,South West Delhi,Distribution and sale of gaseous fuels through mains,AG AND P LNG MARKETING PTE LTD,Singapore,18.23,0.25,Received in the Company,
1024,Bayview Digital Solutions Private Limited,MAHARASHTRA,Mumbai,Providing software support and maintenance to the clients,SYMBO PLATFORM HOLDINGS PTE. LTD.,Singapore,18.20,0.25,"Received in
the Company",
1025,ALTIGREEN PROPULSION LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Technical testing and analysis,Surendra Saboo and Shakuntala Saboo,U.S.A,18.08,0.25,"Received in
the Company",
1026,Cellix Bio Private Limited,TELANGANA,Hyderabad,Research and experimental development on natural sciences and engineering,Mark Werner Messow,Switzerland,18.07,0.25,Received in the Company,
1027,UNIQUE HYDRA (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,Renting and leasing of other machinery and equipment n.e.c. without operator,UNIQUE HYDRA (PTY) LTD,South Africa,18.00,0.25,Received in the Company,
1028,"ENGINEERED COMPONENTS AND SYSTEMS INDIA PRIVATE
LIMITED",KARNATAKA,Bengaluru,Manufacture of fluid power equipment,Power Packer Europa BV,Netherland,18.00,0.25,Received in the Company,
1029,NUPA TECHNOLOGIES PVT LTD,BIHAR,Nalanda,Production of eggs,REBRIGHT PARTNERS 3 INVESTMENT PARTNERSHIP,Japan,17.99,0.25,"Received in the
Company",
1030,JAIPRAKASH POWER VENTURES LIMITED,MADHYA PRADESH,Sidhi,Electric power generation by coal based thermal power plants,Deutsch Bank AG London,United Kingdom,17.98,0.25,Received in the Company,
1031,ANRICK ELECTRONICS INDIA PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,Manufacture of other electrical equipment,AKM INDUSTRIAL COMPANY LIMITED,HongKong,17.72,0.24,"Received in
the Company",
1032,PRANAYA LIFE SCIENCES PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs;
serums and plasmas; salicylic acid, its",Pallapolu Padma,U.S.A,17.63,0.24,Received in the Company,
1033,MINOVA MINETEK PVT,TELANGANA,Hyderabad,Manufacture of organic and inorganic,MINOVA INTERNATIONAL LTD,United,17.61,0.24,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,LTD,,,chemical compounds n.e.c.,,Kingdom,,,the Company,
1034,Autoline Industrial Parks Limited,MAHARASHTRA,Pune,Real estate activities with own or leased property,SHARJAH CEMENT AND INDUSTRIAL DEVELOPMENT CO.,UAE,17.50,0.24,Received in the Company,
1035,"UGA CABLE AND PIPE SEALING SYSTEMS INDIA
PRIVATE LIMITED",MAHARASHTRA,Mumbai,Manufacture of other rubber products n.e.c.,IWK INTERNATIONAL GMBH,Germany,17.48,0.24,"Received in the
Company",
1036,KASHIMOKSHA SPIRITUAL PRIVATE LIMITED,UTTAR PRADESH,Varanasi,Other non-specialised wholesale trade n.e.c.,SAI MAA LLC,U.S.A,17.43,0.24,Received in the Company,
1037,Sunbarn Renewables Private Limited,MAHARASHTRA,Mumbai,Electric power generation using solar energy,Cleantech India OA Pte. Ltd.,Singapore,17.50,0.24,GreenField,
1038,BIOGROW SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Coimbatore,Manufacture of cordage or rope made of coir,M/s VILA SARL,France,17.42,0.24,Received in the Company,
1039,CORAM CHROMEWELL INDIA PRIVATE LIMITED,MADHYA PRADESH,Dewas,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles,road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches,
ste",CORAM EUROPE SRL,Italy,17.29,0.24,Received in the Company,
1040,Think & Learn Private Limited,KARNATAKA,Bengaluru,"General school education in the second stage of the secondary level (Senior/Higher secondary) giving, in principle, access to
higher education",BlackRock Global Allocation Fund (Aust),Australia,17.33,0.24,Received in the Company,
1041,UBIFLY TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Chennai,Research and experimental development on natural sciences and engineering,"Ravikant Capital QP, LP-A4",U.S.A,17.23,0.24,Received in the Company,
1042,EVERGREEN RENEWABLES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Electric power generation using solar energy,Evergreen Power Mauritius Private Limited,Mauritius,17.22,0.24,"Received in
the Company",
1043,JANAADHAR INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Construction of buildings carried out on own-account basis or on a fee or contract basis,Vikram Gandhi,Bahamas,17.27,0.24,Received in the Company,
1044,Smart Parts Online Private Limited,HARYANA,Gurgaon,Retail sale via e-commerce,Contentmart Global,Mauritius,17.11,0.23,Received in the Company,
1045,HIROTEC MARK EXHAUST SYSTEMS PRIVATE LIMITED,GUJARAT,Mahesana,"Manufacture of diverse parts and accessories for motor vehicles such as
brakes, gearboxes, axles,road wheels, suspension shock absorbers, radiators,",HIROTEC CORPORATION,Japan,17.11,0.23,GreenField,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,,,,"silencers, exhaust pipes, catalysers, clutches, ste",,,,,,
1046,HePo India Private Limited,DELHI,South Delhi,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and similar non-threaded products and nuts,
bolts, screws and other threaded products)",Hepo Investments NL B.V,Netherland,17.00,0.23,Received in the Company,
1047,WENZEL SOUTH ASIA PRIVATE LIMITED,DELHI,South Delhi,Manufacture of other special-purpose machinery n.e.c.,Wenzel Metrology GmBH,Germany,17.00,0.23,Received in the Company,
1048,Cyqurex Systems Pvt Ltd,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",CYQUREX SECURITIES UK LIMITED,United Kingdom,17.00,0.23,Received in the Company,
1049,Ecological Laboratories Pvt Ltd,Maharashtra,Mumbai,Technical Testing And Analysis,"Prufinstitut Hansecontrol
Beteiligungs- Vervaltungsgesellschaft Mbh",Germany,16.96,0.23,BrownField,
1050,"SHUBHRAM HOSPITAL SOLUTIONS PRIVATE
LIMITED",DELHI,North West Delhi,"Other human health activities n.e.c. (including independent ambulance
activities)",Servizi Italia S.p.A,Italy,16.72,0.23,"Received in the
Company",
1051,THIND MOTION FILMS PRIVATE LIMITED,PUNJAB,Ludhiana,Post production activities of motion picture,THIND MOTION FILMS PRIVATE LIMITED,Canada,16.68,0.23,Greenfield,
1052,OSHUN FOOD PRODUCTS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of other vegetable oil, animal oil and fats n.e.c",DSG CONSUMERS PARTNERS III,Mauritius,16.74,0.23,Received in the Company,
1053,"BOYD AND MOORE
EXECUTIVE SEARCH INDIA PRIVATE LIMITED",MAHARASHTRA,Pune,Human resources provision and management of human resources functions,Boyd and Moore Executive Search Japan,Japan,16.56,0.23,"Received in
the Company",
1054,KNACK INFOTECH PVT. LTD.,MAHARASHTRA,Mumbai,Real estate activities with own or leased property,Rajiv Satyavan Sharma,U.S.A,16.47,0.23,"Received in the
Company",
1055,B9 BEVERAGES PRIVATE LIMITED,DELHI,Central Delhi,Manufacture of beer,NAIK FAMILY 2013 TRUST,U.S.A,16.38,0.23,Received in the Company,
1056,Spinning Plates Hospitality Private Limited,CHANDIGARH,Chandigarh,Restaurants without bars,Volante Capital Limited,Mauritius,16.45,0.22,GreenField,
1057,TOUAX TEXMACO RAILCAR LEASING PRIVATE LIMITED,WEST BENGAL,North 24 Parganas,"Renting and operational leasing, without operator, of other machinery and equipment that are generally used as capital
goods by industries",TOUAX RAIL INDIA LIMITED,Ireland,16.36,0.22,Received in the Company,
1058,GREENCONE ENVIRONS PRIVATE LIMITED,CHANDIGARH,Chandigarh,"Manufacture of chemical products or preparations of a kind used in the textiles,
paper, leather and like industries",TANOVIS AG,Switzerland,16.35,0.22,"Received in the
Company",
1059,MikeLegal Services Private,HARYANA,Gurgaon,"Other professional, scientific and technical",SOSV IV LLC,U.S.A,16.28,0.22,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,Limited,,,activities n.e.c.,,,,,the Company,
1060,AOILSS INDIA PRIVATE LIMITED,MAHARASHTRA,Thane,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or
bituminous minerals",AOC GLOBAL INC,U.S.A,16.24,0.22,Received in the Company,
1061,TOTAL DENTAL CARE PRIVATE LIMITED,MAHARASHTRA,Mumbai,Dental practice activities,LGT CAPITAL INVEST MAURITIUS PCC,Mauritius,16.20,0.22,Received in the Company,
1062,KUZAGAN TECHNOLOGIES PRIVATE LIMITED,RAJASTHAN,Kota,EDUCATION,Beenext Emerging Asia Pte Ltd,Singapore,16.19,0.22,Received in the Company,
1063,EVERGREEN RENEWABLES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Electric power generation using solar energy,EVERGREEN POWER MAURITIUS PVT LTD,Mauritius,16.09,0.22,"Received in
the Company",
1064,TEJAAR PVT LTD,HARYANA,Yamuna Nagar,Manufacture of bread,RADIATE GLOBAL INTERNATIONAL LIMITED,British Virginia,16.06,0.22,"Received in the
Company",
1065,Evoqua Water Technologies India Private Limited,TAMIL NADU,Chennai,"Water collection, treatment and supply",EWT Holding III Corp,U.S.A,16.00,0.22,Received in the Company,
1066,AALDA VET INDIA PVT LTD,HARYANA,Gurgaon,Veterinary activities,A ALDA PTE LTD,Singapore,16.00,0.22,Greenfield,
1067,MEDISYS EDUTECH PRIVATE LIMITED,TELANGANA,Hyderabad,Higher education not leading to a degree or equivalent,MILLENNA FDI II LTD,Mauritius,16.00,0.22,Received in the Company,
1068,Ideaforge Technology Private Limited,MAHARASHTRA,Thane,"Manufacture of parts and accessories of the aircraft and spacecraft of this class (major assemblies such as fuselages, wings, doors, control surfaces, landing gear, fuel tanks,
nacelles, airscrews, he",WRV II B MAURITIUS,Mauritius,15.96,0.22,Received in the Company,
1069,WDB INDIA PRIVATE LIMITED,TELANGANA,K.V.Rangareddy,Research and experimental development on natural sciences and engineering,WDB HOLDINGS CO. LTD.,Japan,16.00,0.22,Received in the Company,
1070,REDCLIFFE LIFESCIENCE PRIVATE LIMITED,HARYANA,Gurgaon,Activities of independent diagnostic/pathological laboratories,IDG VENTURES INDIA FUND III LLC,Mauritius,15.85,0.22,"Received in
the Company",
1071,PRETLIST INDIA PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",Rashid Ahmed Humaid M Altayer,UAE,15.88,0.22,Received in the Company,
1072,"ENERGIM SUSTAINABLE
SOLUTIONS PRIVATE LIMITED",KARNATAKA,Bengaluru,Electric power generation using other non conventional sources,ENERGIM FZCO,UAE,15.86,0.22,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
1073,SNABIL INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Electric power generation using other non conventional sources,Areen International Investment Holding Company,Saudi Arabia,15.71,0.21,"Received in
the Company",
1074,Koovs Marketing Consulting Private Limited,HARYANA,Gurgaon,Other non-specialised wholesale trade n.e.c.,SGIK 3 INVESTMENTS LIMITED,United Kingdom,15.46,0.21,Brownfield,
1075,EGLO INDIA PRIVATE LIMITED,DELHI,South West Delhi,Wholesale of other electronic equipments and parts thereof,EGLO LEUCHTEN GMBH,Austria,15.44,0.21,"Received in the
Company",
1076,VIBRANT INFRASTRUCTURE PRIVATE LIMITED,TELANGANA,Hyderabad,Construction of buildings carried out on own-account basis or on a fee or contract basis,Chandrapu Tirupathi Reddy,U.S.A,15.40,0.21,Received in the Company,
1077,THERAGEN BIOLOGICS PRIVATE LIMITED,TAMIL NADU,Kanchipuram,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN THE MANUFACTURE OF PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC VITAMINS; OPIUM DERIVATIVES; SULPHA DRUGS; SERUMS AND PLASMAS; SALICYLIC ACID, ITS
SALTS AND ESTERS; GLYCOSIDES AND VEGETABLE ALKALOIDS;",EMERGE VENTURES PTE LTD,Singapore,15.34,0.21,Greenfield,
1078,"FARMLINK AGRI DISTRIBUTION AND MARKET LINKAGE PRIVATE
LIMITED",MAHARASHTRA,Mumbai,Wholesale of fruits and vegetables,Agri Oss Holding PTE LTD,Singapore,15.34,0.21,Received in the Company,
1079,Simon Electric Private Limited,UTTARAKHAND,Haridwar,"Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction",SIMON HOLDING S L,Spain,15.30,0.21,Brownfield,
1080,"CONNECT AND HEAL
PRIMARY CARE PRIVATE LIMITED",MAHARASHTRA,Mumbai,Hospital activities,Connect and Heal Global Pte Ltd,Singapore,15.36,0.21,BrownField,
1081,HUSK Power Systems Pvt Ltd.,DELHI,South Delhi,Electric power generation using solar energy,Husk Power Systems Inc.,Mauritius,15.18,0.21,Received in the Company,
1082,"REGENESYS INSTITUTE OF
MANAGEMENT PRIVATE LIMITED",MAHARASHTRA,THANE,Higher education in management courses leading to a degree or equivalent,REGENESYS MANAGEMENT PTY LTD,South Africa,15.22,0.21,GreenField,
1083,"SUBHANU RAPIDD INDOGLOBAL TECHNOLOGIES PRIVATE
LIMITED",KARNATAKA,Bengaluru,Software installation,RARE CREW LIMITED,United Kingdom,15.00,0.21,Received in the Company,
1084,VIBRANT,TELANGANA,Hyderabad,Construction of buildings carried out on,Vijay Kumar Nalamada,U.S.A,15.00,0.21,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,INFRASTRUCTURE PRIVATE LIMITED,,,own-account basis or on a fee or contract basis,,,,,the Company,
1085,SENTINI FLOPIPES INDIA PRIVATE LIMITED,TELANGANA,Hyderabad,Manufacture of other plastics products n.e.c.,SRINIVAS TIPIRNENI,U.S.A,15.00,0.21,Received in the Company,
1086,IBC SOLAR Projects Private Limited,MAHARASHTRA,Mumbai,Electric power generation using solar energy,IBC SOLAR Energy GmbH,Germany,15.00,0.21,"Received in the
Company",
1087,Chemtrols Emet Pvt Ltd,MAHARASHTRA,Nashik,"Manufacture of other pumps, compressors, taps and valves etc.",JOY PAUL,Saudi Arabia,15.05,0.21,Received in the Company,
1088,Chemtrols Emet Pvt Ltd,MAHARASHTRA,Nashik,"Manufacture of other pumps, compressors, taps and valves etc.",Muneer Pattayil,Saudi Arabia,15.05,0.21,"Received in
the Company",
1089,Eternal Robotics Private Limited,TELANGANA,Hyderabad,Research and experimental development on natural sciences and engineering,MOJAY INVESTMENTS LIMITED,UAE,14.98,0.21,"Received in
the Company",
1090,Districo India Private Limited,MAHARASHTRA,Mumbai,Warehousing of refrigerated (cold storage),Districo Mauritius,Mauritius,14.98,0.21,Received in the Company,
1091,SUZLON ENERGY LIMITED,GUJARAT,Ahmedabad,"Manufacture of power generators (except battery charging alternators for internal combustion engines), motor generator sets
(except turbine generator set units)",Credit Industriel Et Commercial,France,14.97,0.21,Received in the Company,
1092,quantificare health stations private limited,TELANGANA,Hyderabad,"Other human health activities n.e.c. (including independent ambulance
activities)",PULSE ACTIVE STATIONS NETWORK INC,U.S.A,15.04,0.21,"Received in the
Company",
1093,ROADZEN TECHNOLOGIES PRIVATE LIMITED,DELHI,Central Delhi,Other information technology and computer service activities n.e.c,Raodzen Inc.,U.S.A,14.96,0.21,"Received in the
Company",
1094,FARMLINK AGRI DISTRIBUTION AND MARKET LINKAGE PRIVATE LIMITED,MAHARASHTRA,Mumbai,Wholesale of fruits and vegetables,Agri Oss Holding PTE LTD,Singapore,14.93,0.21,Received in the Company,
1095,CARLING-DHOOT INDIA PRIVATE LIMITED,MAHARASHTRA,Aurangabad,"Manufacture of switch, switch box, lamp holders, lugs etc.",CARLING TECHNOLOGIES INC,U.S.A,15.00,0.21,"Received in the
Company",
1096,CLEAR EDGE EXPORTS PRIVATE LIMITED,RAJASTHAN,Jaipur,"Manufacture of other made-up textile articles, except apparel n.e.c.",CLEAR EDGE GERMANY GMBH,Germany,15.00,0.21,Received in the Company,
1097,PLASMA BIOTAL INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of orthopedic and prosthetic devices,PLASMA BIOTAL LIMITED,United Kingdom,15.00,0.21,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,,,,,,,,,Company,
1098,NATUREDGE BEVERAGES PRIVATE LIMITED,MADHYA PRADESH,Seoni,Retail sale of other food products n.e.c.,N B Ventures Limited,British Virginia,14.93,0.21,Brownfield,
1099,AVON BEAUTY PRODUCTS INDIA PRIVATE LIMITED,HARYANA,Gurgaon,"Manufacture of hair oil, shampoo, hair dye etc. (includes manufacture of shampoos, hair sprays, hair fixers, hair oils, hair creams, hair dyes and bleaches and preparations for
permanent waving or str",Avon Overseas Capital Corporation,U.S.A,14.86,0.20,Received in the Company,
1100,HEALTHPLIX TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,IDG VENTURES INDIA FUND III LLC,Mauritius,14.93,0.20,Received in the Company,
1101,"PROMETHEAN SPENTA
TECHNOLOGIES PRIVATE LIMITED",MAHARASHTRA,THANE,Manufacture of machinery for the dairy industry,Promethean Power Systems Inc,U.S.A,14.88,0.20,"Received in
the Company",
1102,AXORA RESOURCES LIMITED,ANDHRA PRADESH,Chittoor,"Manufacture of anti-sprouting products, plant growth regulators",Axora Resources Singapore PTE Limited,Singapore,14.79,0.20,GreenField,
1103,"ADHIKOSH FINANCIAL ADVISORY PRIVATE
LIMITED",HARYANA,Panchkula,Other information technology and computer service activities n.e.c,Adhikosh Inc.,U.S.A,14.71,0.20,"Received in the
Company",
1104,adiuvo diagnostics private limited,ANDHRA PRADESH,Nellore,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",LESING ARTHA LIMITED,Mauritius,14.71,0.20,Received in the Company,
1105,CAREERLABS TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,EDUCATION,GFC Global Founders Capital GmbH,Germany,14.71,0.20,Received in the Company,
1106,VH Education Services Private Limited,KARNATAKA,Bengaluru,Activities of employment placement agencies,Agile Media Network INC,Japan,14.69,0.20,"Received in
the Company",
1107,Square Dotcom Private Limited,HARYANA,Gurgaon,Other business support service activities n.e.c,Bling International Events Pte Ltd,Singapore,14.67,0.20,"Received in the
Company",
1108,SYRMA TECHNOLOGY PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of bare printed circuit boards, loading of components onto printed circuit boards; manufacture of interface cards (e.g.
sound, video, controllers, network, modems)",RAU BAIRAVARASU AMRISH,Singapore,14.65,0.20,Received in the Company,
1109,Inventive Business Solutions Private Limited,MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,NM Desai Family LP,U.S.A,14.71,0.20,Received in the Company,
