Table No. 19 (c),,,,,,,,
"STATEMENT ON REMITTANCE-WISE OF FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
652,FELSOMAT INDIA PRIVATE LIMITED,Germany,Felsomat GMBH & CO KG,BANGALORE,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc",28.00,0.43,
653,SIMUFACT INDIA PRIVATE LIMITED,Germany,Mr.Michael Wohlmuth,BANGALORE,"Writing , modifying, testing of computer program to meet the needs of a particular client
excluding web-page",0.00,0.00,
654,RAUSCHERT INDIA PVT LTD,Germany,RAUSCHERT HOLDING GMBH,CHENNAI,Manufacture of refractory ceramic products,1.71,0.03,
655,DAIMLER INDIA COMMERCIAL VEHICLES PVT LT,Germany,DAIMLER A G,CHENNAI,"Manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for semi-trailers e","11,245.90",174.56,
656,DAIMLER INDIA COMMERCIAL VEHICLES PVT LT,Germany,DAIMLER A G,CHENNAI,"Manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for
semi-trailers e","3,621.85",56.22,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
657,CSI CIVIL & STRUCTURAL ENGINEERING PVT L,Germany,Markus Kramer,MUMBAI,Architectural and engineering activities and related technical consultancy,0.06,0.00,
658,UIP SYSTEMS INDIA PVT LTD,Germany,UIP GmbH & Co. KG,MUMBAI,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and
similar non-threaded",2.90,0.05,
659,BOEHRINGER INGELHEIM INDIA PVT LTD,Germany,BOEHRINGER INGELHEIM AUSLANDS BETEILIGUN,MUMBAI,Wholesale of pharmaceutical and medical goods,"1,560.00",24.18,
660,PEPPERL AND FUCHS FACTORY AUTOMATION PVT,Germany,PEPPERL  FUCHS GMBH,BANGALORE,"Wholesale of electrical machinery, equipment and
supplies, n.e.c.",0.10,0.00,
661,"HIRSCHVOGEL COMPONENTS(PREV.KALYANI
) IND",Germany,HIRSCHVOGEL HOLDING GMBH,MUMBAI,"Manufacture of bearings, gears, gearing and driving
elements",195.00,3.03,
662,VOLKSWAGEN FINANCE PVT LTD,Germany,VOLKSWAGEN FINANCIAL SERVICES AG,MUMBAI,Other business support service activities n.e.c.,"4,095.00",63.54,
663,VOLKSWAGEN FINANCE PVT LTD,Germany,VOLKSWAGEN FINANCIAL SERVICES AG,MUMBAI,Other business support service activities n.e.c.,"3,977.84",61.73,
664,PANITEK INNOVATIONS P LTD,Germany,Panitek AG,CHENNAI,Other information technology and computer service activities n.e.c,0.05,0.00,
665,PANITEK INNOVATIONS P LTD,Germany,Panitek AG,CHENNAI,Other information technology and computer service activities n.e.c,0.50,0.01,
666,HUMMEL CONNECTOR SYSTEMS PVT.LTD.,Germany,HUMMEL AG,NEW DELHI,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",6.00,0.09,
667,HUMMEL CONNECTOR SYSTEMS PVT.LTD.,Germany,HUMMEL AG,NEW DELHI,"Wholesale of electrical machinery, equipment and
supplies, n.e.c.",6.00,0.09,
668,HUMMEL CONNECTOR SYSTEMS PVT.LTD.,Germany,HUMMEL AG,NEW DELHI,"Wholesale of electrical
machinery, equipment and supplies, n.e.c.",15.00,0.23,
669,HUMMEL CONNECTOR SYSTEMS PVT.LTD.,Germany,HUMMEL AG,NEW DELHI,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",34.83,0.54,
670,HUMMEL CONNECTOR SYSTEMS PVT.LTD.,Germany,HUMMEL AG,NEW DELHI,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",4.20,0.07,
671,HUMMEL CONNECTOR SYSTEMS PVT.LTD.,Germany,HUMMEL AG,NEW DELHI,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",8.00,0.12,
672,ITCONCEPTS PROFESSIONAL PVT LTD,Germany,ITCONCEPTS PROFESSIONALS GMBH,MUMBAI,"Other information technology and computer service activities
n.e.c",0.08,0.00,
673,ITCONCEPTS PROFESSIONAL PVT LTD,Germany,ITCONCEPTS OPERATIONS GMBH,MUMBAI,Other information technology and computer service activities n.e.c,0.02,0.00,
674,ITCONCEPTS PROFESSIONAL PVT LTD,Germany,ITCONCEPTS PROFESSIONALS GMBH,MUMBAI,Other information technology and computer service activities n.e.c,0.32,0.00,
675,ITCONCEPTS PROFESSIONAL PVT LTD,Germany,ITCONCEPTS OPERATIONS GMBH,MUMBAI,Other information technology and computer service activities n.e.c,0.08,0.00,
676,BHARDWAJ INDIA LIMITED,Germany,BHARDWAJ GMBH,NEW DELHI,"Other professional, scientific and technical activities n.e.c.",5.13,0.08,
677,M/S AVANTHA ERGO LIFE INSURANCE CO. LTD.,Germany,ERGO INTERNATIONAL AG,NEW DELHI,Life insurance,20.00,0.31,
678,HINDERER AND MUEHLICH INDIA PRIVATE LIMI,Germany,HINDERER AND MUEHLICH HOLDING GMBH,NEW DELHI,Manufacture of other special- purpose machinery n.e.c.,37.50,0.58,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
679,ILLIG INDIA PVT LTD,Germany,Illig Maschinenbau GmbH Co. KG,BANGALORE,"Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust",100.49,1.56,
680,JULABO TEMRATURE CONTROL SYSTEMS INDIA P,Germany,"Markus Gerhard Juchheim, Germany",BANGALORE,Installation of industrial machinery and equipment,0.25,0.00,
681,PINPOINT ENERGY K1 PVT LTD,Germany,NANDA KISHORE PINPATI SUDHAKAR,BANGALORE,Electric power generation using solar energy,0.07,0.00,
682,IOT INFRASTRUCTURE & ENERGY SERVICES LTD,Germany,OILTANKING INDIA GMBH,MUMBAI,Construction and maintenance of industrial facilities such as refineries chemical plants etc.,404.69,6.27,
683,IOT INFRASTRUCTURE & ENERGY SERVICES LTD,Germany,OILTANKING INDIA GMBH,MUMBAI,"Construction and maintenance
of industrial facilities such as refineries chemical plants etc.",615.64,9.54,
684,BURDA DRUCK INDIA PRIVATE LIMITED,Germany,BURDA DRUCK GMBH,NEW DELHI,Publishing of journals and periodicals,79.18,1.23,
685,BURDA DRUCK INDIA PRIVATE LIMITED,Germany,BURDA DRUCK GMBH,NEW DELHI,Publishing of journals and periodicals,51.89,0.80,
686,BURDA DRUCK INDIA PRIVATE LIMITED,Germany,BURDA DRUCK GMBH,NEW DELHI,Publishing of journals and periodicals,98.00,1.52,
687,BURDA DRUCK INDIA PRIVATE LIMITED,Germany,BURDA DRUCK GMBH,NEW DELHI,Publishing of journals and periodicals,112.70,1.75,
688,BURDA DRUCK INDIA PRIVATE LIMITED,Germany,BURDA DRUCK GMBH,NEW DELHI,Publishing of journals and periodicals,300.00,4.65,
689,COFFEE DAY SCHAERER TECHNOLOGIES PRIVATE,Germany,WMF Group GMBH,BANGALORE,Manufacture of other domestic appliances n.e.c.,5.10,0.08,
690,CATEGIS SOFTWARE PRIVATE LIMITED,Germany,CATEGIS GMBH,BANGALORE,"Writing , modifying, testing of computer program to meet the needs of a particular client
excluding web-page",0.10,0.00,
691,LUWA INDIA PRIVATE LIMITED,Germany,LUWA AIR ENGINEERING BETEILIGUNGS GMBH,BANGALORE,"Manufacture of other machinery for textiles, apparel and leather production n.e.c.",67.02,1.04,
692,VIEGA INDIA PRIVATE LIMITED,Germany,Viega East GmBh,AHMEDABAD,"Manufacture of bathing tubs, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary-ware",109.08,1.69,
693,ILLIG INDIA PVT LTD,Germany,Illig GmbH,BANGALORE,"Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust",0.01,0.00,
694,ICT SERVICE MANAGEMENT SOLUTIONS (INDIA),HongKong,Wistron Hong Kong Limited,BANGALORE,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture,",72.14,1.12,
695,M/S M. MOSER DESIGN ASSOCIATES (INDIA) P,HongKong,MAN KEUNG JOSEPH LUK,NEW DELHI,"Installation of doors, windows, door and window frames, fitted kitchens, of wood or
other materials",10.00,0.16,
696,AI LICENSING INDIA PVT LTD,HongKong,KONDO HIROSHI,MUMBAI,Activities of other commission agents n.e.c. (including commission agents working in emerging areas for,32.52,0.50,
697,M/S CCM METAL TECH PVT.LTD.,HongKong,CCM HOLDING COMPANY LIMITED,BHOPAL,Manufacture of machinery for metallurgy,14.20,0.22,
698,M/S CCM METAL TECH PVT.LTD.,HongKong,CCM HOLDING COMPANY LIMITED,BHOPAL,Manufacture of machinery for metallurgy,5.00,0.08,
699,SUNSHINE GRANITES PVT LTD,HongKong,Yalistone Hongkong Ltd,BANGALORE,Quarrying of granite,102.90,1.60,
700,SUNSHINE GRANITES PVT LTD,HongKong,Yallistone Hongkong Ltd,BANGALORE,Quarrying of granite,102.46,1.59,
701,ORGANISE CONSTRUCTION PVT LTD,HongKong,ANIL TEJBHAN AHUJA,MUMBAI,"Hotels and Motels, inns, resorts providing short term",20.48,0.32,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,lodging facilities includes accommodation in house,,,
702,LENOVO (INDIA) PVT. LTD.,HongKong,Lenovo (Asia Pacific) Ltd,BANGALORE,Computer consultancy and computer facilities management activities,"3,143.50",48.78,
703,SRINALA LEATHERS PRIVATE LIMITED,HongKong,DAWNSON ENTERPRISES LIMITED,CHENNAI,Production of hides and skins originating from slaughterhouses,2.00,0.03,
704,LENOVO (INDIA) PVT. LTD.,HongKong,Lenovo (Asia Pacific) Ltd,BANGALORE,"Manufacture of desktop computers, laptop computers, hand-held computers (e.g.
PDA), mainframe computers","3,311.05",51.38,
705,LENOVO (INDIA) PVT. LTD.,HongKong,Lenovo (Asia Pacific) Ltd,BANGALORE,"Computer consultancy and computer facilities
management activities","1,527.90",23.71,
706,MATELABS INNOVATIONS PRIVATE LIMITED,HongKong,RISING TALENT HK LIMITED,BANGALORE,"Other data processing, hosting and related activities n.e.c.",1.35,0.02,
707,DIGITAL ECOM TECHNO PRIVATE LIMITED,HongKong,DIGITAL INTERNET TECHNOLOGIES LIMITED,BANGALORE,Wholesale trade via e- commerce excluding activities of commission agents,5.01,0.08,
708,TALON TRIMS INDIA PRIVATE LIMITED,HongKong,TAG-IT PACIFIC LIMITED,BANGALORE,Manufacture of wearing apparel n.e.c.,3.39,0.05,
709,ORGANISE CONSTRUCTION PVT LTD,HongKong,ANIL TEJBHAN AHUJA,MUMBAI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",13.37,0.21,
710,STONEFIELD TECHNOLOGIES PRIVATE LIMITED,HongKong,YANG ANTHONY PAUL,BANGALORE,"Manufacture of electric power distribution transformers, arc- welding transformers,
fluorescent ballasts,",3.50,0.05,
711,FPD PROPERTY SERVICES (INDIA) PRIVATE LI,HongKong,Savills India Holding Ltd,BANGALORE,Management consultancy activities,6.90,0.11,
712,FPD PROPERTY SERVICES (INDIA) PRIVATE LI,HongKong,Savills Management Services Ltd,BANGALORE,Management consultancy activities,0.00,0.00,
713,BROVO SURFACES PVT. LTD.,HongKong,Brovo Advanced Materials Co. Ltd.,AHMEDABAD,"Manufacture of prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes",2.78,0.04,
714,BANDAI NAMCO INDIA PVT LTD,HongKong,BANDAI NAMCO HOLDINGS ASIA COMPANY LTD,MUMBAI,Activities of amusement parks and theme parks,120.00,1.86,
715,JANAADHAR (INDIA) PRIVATE LIMITED,HongKong,Vikram Gandhi,BANGALORE,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",100.00,1.55,
716,EOC POLYMER INDIA PVT LTD,HongKong,EOC P &E INVEST ASIA LIMITED,NEW DELHI,Manufacture of synthetic rubber in primary forms,18.75,0.29,
717,COSLIGHT INDIA TELECOM PVT LTD,HongKong,COSLIGHT HONGKONG LTD.,NEW DELHI,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese",20.38,0.32,
718,KINECT POWER PRIVATE LIMITED,HongKong,JINENG GROUP (HONG KONG) LIMITED,NEW DELHI,Manufacture of other electrical equipment,12.04,0.19,
719,PEPPERMINT Hospitality India Private Lim,HongKong,M/sVenus projects ltd,BANGALORE,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",40.00,0.62,
720,PEPPERMINT Hospitality India Private Lim,HongKong,Vectra Limited Hong kong,BANGALORE,"Hotels and Motels, inns, resorts providing short term lodging facilities includes
accommodation in house",30.00,0.47,
721,LEADER BIOMEDICAL AND SURGICALS INDIA PR,HongKong,LEADER BIOMEDICAL LIMITED,BANGALORE,"Wholesale of scientific, medical and surgical",1.80,0.03,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,machinery and equipment,,,
722,OFFING GROUP PVT LTD,HongKong,"NAGARAJAN.M,S",MUMBAI,Management consultancy activities,5.00,0.08,
723,SIMPLEX TMC PRIVATE LIMITED,HongKong,Kyros Resources Ltd,BANGALORE,Other business support service activities n.e.c.,10.37,0.16,
724,YICHILAI RESTAURANTS NORTH INDIA PRIVATE,HongKong,MR. ZHANG ZHENG,NEW DELHI,Restaurants without bars,0.29,0.00,
725,SUPERSTONE PROPERTIES PVT. LTD.,HongKong,ASJ DEVELOPMENT & INVESTMENT HOLDINGS LT,KOCHI,Construction of buildings carried out on own-account basis or on a fee or contract basis,2.85,0.04,
726,RETECK ENVIROTECH PVT LTD,HongKong,GLORY GLOBAL SERVICES COMPANY LIMITED,MUMBAI,"Wholesale of electronic valves and tubes, semiconductor devices, microchips, integrated circuits and",100.00,1.55,
727,RELATIONSATWORK INDIA ADVISORY PVT LTD,HongKong,IC AND PARTNERS ASIA LIMITED,MUMBAI,Management consultancy activities,1.79,0.03,
728,B&E DIAGNOSTICS INDIA PVT LTD,HongKong,BE SCIENTIFIC (HK) LTD,MUMBAI,"Manufacture of various other chemical products n.e.c.(antiknock preparations,
anti-freeze preparations,",4.81,0.07,
729,"DESANO PHARMACEUTICALS
(I) PVT. LTD.",HongKong,DESANO LTD,MUMBAI,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics, endocrine",13.59,0.21,
730,MSONA AUTOMOTIVE COMPONENTS PVT LTD,HongKong,Mayflower Holdings (UK) Limited,MUMBAI,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes,
gearboxes, axles, road",333.13,5.17,
731,M/S M. MOSER DESIGN ASSOCIATES (INDIA) P,HongKong,MAN KEUNG JOSEPH LUK,NEW DELHI,"Installation of doors, windows, door and window frames, fitted kitchens, of wood or other materials",40.00,0.62,
732,RISHLILA VILLA PRIVATE LIMITED,HongKong,ALBUQUERQUE RICHARD JAMES / SALDANHA SHI,CHENNAI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes
accommodation in house",30.01,0.47,
733,LIV ARTIFICIAL INTELLIGENCE PRIVATE LIMI,HongKong,RAHUL GAUTAM,BANGALORE,Other information technology and computer service activities n.e.c,2.04,0.03,
734,STONEFIELD TECHNOLOGIES PRIVATE LIMITED,HongKong,ISHIHARA MARK NAOYUKI,BANGALORE,"Manufacture of electric power distribution transformers, arc- welding transformers, fluorescent ballasts,",1.25,0.02,
735,RGF SELECT INDIA PVT LTD. ( FORMERLY RGF,HongKong,RGF HONGKONG LTD,BANGALORE,Activities of employment placement agencies,52.00,0.81,
736,GMS CONSULTANT PVT LTD,HongKong,GMS (ASIA PACIFIC) LTD,NEW DELHI,"Accounting, bookkeeping and auditing activities",1.50,0.02,
737,FITKIDS EDUCATION AND TRAINING PRIVATE L,HongKong,Kao Ning,BANGALORE,Sports and recreation education,2.49,0.04,
738,FITKIDS EDUCATION AND TRAINING PRIVATE L,HongKong,Kao Ning,BANGALORE,Sports and recreation education,1.35,0.02,
739,SOMAR CORPORATION INDIA PRIVATE LIMITED,HongKong,Somar Corporation India Pvt Ltd,BANGALORE,Manufacture of other electronic components n.e.c,25.00,0.39,
740,YINCO TECHNOLOGIES PVT LTD,HongKong,siu mun lai,BANGALORE,"Other data processing, hosting and related activities n.e.c.",0.10,0.00,
741,RGF SELECT INDIA PVT LTD. ( FORMERLY RGF,HongKong,RGF HONGKONG LTD,BANGALORE,Activities of employment placement agencies,23.10,0.36,
742,SIMPLEX NAIGAI CASTINGS PRIVATE LIMITED,HongKong,Unified Company Ltd,BANGALORE,"Manufacture of diverse parts and accessories for motor
vehecles sucs as brakes,",10.69,0.17,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,"gearboxes, axles, road",,,
743,SUPERSTONE PROPERTIES PVT. LTD.,HongKong,ASJ DEVELOPMENT & INVESTMENT HOLDINGS LT,KOCHI,Construction of buildings carried out on own-account basis or on a fee or contract basis,2.79,0.04,
744,AJMER POWER LINER PRIVATE LIMITED,HongKong,Balama Prima Engineering Company Limited,JAIPUR,Electric power generation using solar energy,0.96,0.01,
745,GMS CONSULTANT PVT LTD,HongKong,GMS (ASIA PACIFIC) LIMITED,NEW DELHI,"Accounting, bookkeeping and auditing activities",1.00,0.02,
746,VENTURINI FOOTWEAR INDIA PRIVATE LIMITED,HongKong,VENTURINI HK LTD.,NEW DELHI,Wholesale of footwear,2.65,0.04,
747,VENTURINI FOOTWEAR INDIA PRIVATE LIMITED,HongKong,VENTURINI HK LTD.,NEW DELHI,Wholesale of footwear,5.06,0.08,
748,VENTURINI FOOTWEAR INDIA PRIVATE LIMITED,HongKong,VENTURINI HK LTD.,NEW DELHI,Wholesale of footwear,22.10,0.34,
749,TONGYU TECHNOLOGY INDIA PRIVATE LIMITED,HongKong,TONGYU (HONG KONG) COMPANY LTD,NEW DELHI,"Manufacture of cable television equipment, transmitting and receiving antenna including dish, VSAT",1.96,0.03,
750,GCL SYSTEM INTEGRATION TECHNOLOGY INDIA,HongKong,GCL SYSTEM INTEGRATION TECHNOLOGY HONG K,NEW DELHI,Electric power generation using solar energy,0.10,0.00,
751,GMS CONSULTANT PVT LTD,HongKong,GMS (ASIA PACIFIC) LIMITED,NEW DELHI,"Accounting, bookkeeping and auditing activities",1.50,0.02,
752,SQUARE DOTCOM PRIVATE LIMITED,HongKong,SANJIV BHARGAVA,NEW DELHI,Data processing activities including report writing,26.57,0.41,
753,APUS APPS PRIVATE LIMITED,HongKong,HONORSHINE TECHNOLOG (HONG KONG) LTD,NEW DELHI,Other information technology and computer service activities n.e.c,0.28,0.00,
754,DELHIVERY PRIVATE LIMITED (EARLIER SSN L,HongKong,DELI CMF PTE LTD,NEW DELHI,Other land transport services n.e.c,"1,737.99",26.98,
755,TALON TRIMS INDIA PRIVATE LIMITED,HongKong,TAG-IT PACIFIC LIMITED,BANGALORE,Manufacture of wearing apparel n.e.c.,2.51,0.04,
756,TALON TRIMS INDIA PRIVATE LIMITED,HongKong,TAG-IT PACIFIC LIMITED,BANGALORE,Manufacture of wearing apparel n.e.c.,0.10,0.00,
757,SRI ABIRAAMI SPINTEX PRIVATE LIMITED,HongKong,CONVEL INDUSTRY COMPANY LIMITED,CHENNAI,Preparation and spinning of cotton fiber including blended* cotton,2.40,0.04,
758,GFT HOLDING INDIA P LTD,HongKong,GFT GROUP LIMITED,CHENNAI,Manufacture of other games and toys n.e.c.,0.25,0.00,
759,SODECIA INDIA PVT LTD(FRML AUTOMOTIVE AN,HongKong,SODECIA HONG KONG LIMITED,CHENNAI,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes,
gearboxes, axles, road",0.01,0.00,
760,ASIAPAY INDIA PVT LTD,HongKong,ASIAPAY GROUP HOLDING LTD,MUMBAI,Other information technology and computer service activities n.e.c,3.00,0.05,
761,ASIAPAY INDIA PVT LTD,HongKong,ASIAPAY GROUP HOLDING LTD,MUMBAI,Other information technology and computer service activities n.e.c,3.24,0.05,
762,MS APACHE SEZ DEVELOPMENT INDIA LTD,HongKong,APACHE INVESTMENT HOLDINGS PTE LTD,HYDERABAD,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",33.20,0.52,
763,CAMPHOR SHOES (INDIA) PVT LTD,HongKong,HEROMOUNT LIMITED,HYDERABAD,"Manufacture of leather footwear such as shoes, sandals, chappals, leathercum rubber/plastic cloth sandles",13.55,0.21,
764,SEEK2SHARE TECHNOLOGIES PVT LTD,HongKong,V ABAD,MUMBAI,Other information technology and computer service activities n.e.c,0.55,0.01,
765,CUSHMAN & WAKEFIELD,HongKong,Cushman & Wakefield,MUMBAI,Management consultancy,0.02,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,ADVISORY ASIA INDIA,,Capital Asia Ltd,,activities,,,
766,EOC POLYMER INDIA PVT LTD,HongKong,EOC P&E INVEST ASIA LTD.,NEW DELHI,Manufacture of synthetic rubber in primary forms,48.96,0.76,
767,ZKTECO BIOMETRICS INDIA PVT LTD,HongKong,ZKTECO CO LTD,AHMEDABAD,Wholesale of other electronic equipments and parts thereof,8.16,0.13,
768,PODDAR GLOBAL LTD.,HongKong,HORIZON FOCUS LTD,NEW DELHI,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel,",24.33,0.38,
769,ILUMINAR MEDIA PRIVATE LIMITED,HongKong,VIKRAM GANDHI,NEW DELHI,Advertising,0.48,0.01,
770,IMPARTUS INNOVATIONS PRIVATE LIMITED,HongKong,KWAI FONG HALILANA MERRICK TSANG,NEW DELHI,Computer consultancy and computer facilities management activities,15.74,0.24,
771,KGK INFRASTRUCTURE (INDIA) PVT LIMITED,HongKong,Oriental Investment(HK) Limited,JAIPUR,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",78.36,1.22,
772,CUSHMAN & WAKEFIELD ADVISORY ASIA INDIA,HongKong,Cushman & Wakefield Capital Asia Ltd,MUMBAI,Management consultancy activities,0.01,0.00,
773,DELICIOSO GOURMET FOODS PVT LTD,HongKong,MAXIMUS TECHNOLOGY SERVICES LTD,MUMBAI,"Wholesale of confectionery, bakery products and beverages other than intoxicants",3.08,0.05,
774,M/S JETSTARTUS TECHONOLOGY PVT.LTD.,HongKong,swastika company ltd,KANPUR,Other reservation service and related activities,6.69,0.10,
775,LIV ARTIFICIAL INTELLIGENCE PRIVATE LIMI,HongKong,RAHUL GAUTAM,BANGALORE,Other information technology and computer service activities n.e.c,3.97,0.06,
776,LIV ARTIFICIAL INTELLIGENCE PRIVATE LIMI,HongKong,MANIK LATHER,BANGALORE,Other information technology and computer service activities n.e.c,3.97,0.06,
777,M/S DG PRIMACH INDIA PRIVATE LIMITED,HongKong,ECO SYSTEMS ENTERPRISES LTD,HYDERABAD,"Wholesale of construction and
civil engineering machinery and equipment",7.00,0.11,
778,M/S CVG HI INDIA PRIVATE LIMITED,HongKong,LEE LUNG-CHI,HYDERABAD,"Other information technology and computer service activities
n.e.c",12.90,0.20,
779,M/S DG PRIMACH INDIA PRIVATE LIMITED,HongKong,HON TING DEREK CHOI,HYDERABAD,Wholesale of construction and civil engineering machinery and equipment,0.00,0.00,
780,ORBGEN TECHNOLOGIES PRIVATE LTD,HongKong,SAC Finance Company Limited,CHENNAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",591.61,9.18,
781,ORBGEN TECHNOLOGIES PRIVATE LTD,HongKong,SAC Finance Company Limited,CHENNAI,"Writing , modifying, testing of computer program to meet the needs of a particular client
excluding web-page",197.20,3.06,
782,SRINALA LEATHERS PRIVATE LIMITED,HongKong,DAWNSON ENTERPRISES LIMITED,CHENNAI,Production of hides and skins originating from slaughterhouses,1.50,0.02,
783,SRINALA LEATHERS PRIVATE LIMITED,HongKong,DAWNSON ENTERPRISES LIMITED,CHENNAI,Production of hides and skins originating from slaughterhouses,1.00,0.02,
784,GOGOVAN INDIA P LTD,HongKong,GOGOVAN LIMITED,CHENNAI,Other land transport services n.e.c,4.18,0.06,
785,MOBILI ITALIA INDIA PRIVATE LIMITED,HongKong,City Bond Limited,CHENNAI,Manufacture of furniture made of wood,0.20,0.00,
786,"MEDWELL VENTURES PRIVATE LIMITED, EARLIE",HongKong,OIKOS ASIA HELATHCARE LTD,AHMEDABAD,"Other human health activities
n.e.c. (including independent ambulance activities)",5.00,0.08,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
787,LENOVO (INDIA) PVT. LTD.,HongKong,Lenovo (Asia Pacific) Ltd,BANGALORE,Computer consultancy and computer facilities management activities,"1,523.55",23.64,
788,WEMA AUTOMOTIVE SYSTEMS PVT LTD,HongKong,WEMA SYSTEM HONG KONG LTD,MUMBAI,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes,
gearboxes, axles, road",0.00,0.00,
789,RIQUEZA CAPITAL ADVISORY SERVICES LIMITE,HongKong,RIQUEZA CAPITAL ADVISORY SERVICES,MUMBAI,"Other financial service activities, except insurance and pension funding activities, n.e.c.",4.90,0.08,
790,T & AS DESIGNTECH SERVICES PVT LTD,HongKong,TAS DESIGNTECH SERVICES LIMITED,HYDERABAD,Architectural and engineering activities and related technical consultancy,0.94,0.01,
791,SHAMS PROFESSIONAL PRIVATE LIMITED,HongKong,SANDY LTD.,NEW DELHI,Human resources provision and management of human resources functions,48.69,0.76,
792,RISHLILA VILLA PRIVATE LIMITED,HongKong,ALBUQUERQUE RICHARD JAMES / SALDANHA SHI,CHENNAI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes
accommodation in house",6.32,0.10,
793,GFT HOLDING INDIA P LTD,HongKong,Wong Chung Shun,CHENNAI,Manufacture of other games and toys n.e.c.,0.01,0.00,
794,GFT HOLDING INDIA P LTD,HongKong,Leung Wai Ho,CHENNAI,Manufacture of other games and toys n.e.c.,0.01,0.00,
795,CHEYYAR SEZ DEVELOPERS PVT LTD,HongKong,LOTUS FOOTWEAR ENTERPRISES LTD,CHENNAI,Other specialized construction activities,64.13,1.00,
796,TONGYU TECHNOLOGY INDIA PRIVATE LIMITED,HongKong,tongyu (honk kong) comapny ltd,NEW DELHI,"Manufacture of cable television equipment, transmitting and receiving antenna including dish, VSAT",13.31,0.21,
797,TONGYU TECHNOLOGY INDIA PRIVATE LIMITED,HongKong,TONGYU (HONG KONG) COMPANY LTD,NEW DELHI,"Manufacture of cable television equipment, transmitting and receiving
antenna including dish, VSAT",8.65,0.13,
798,WELLBE INSURANCE BROKERS (INDIA) PRIVATE,HongKong,WELL BE HOLDINGS LIMITED,NEW DELHI,Activities of insurance agents and brokers,1.30,0.02,
799,VENTURINI FOOTWEAR INDIA PRIVATE LIMITED,HongKong,VENTURINI HK LIMITED,NEW DELHI,Wholesale of footwear,6.35,0.10,
800,JAPAN ELEVATOR SERVICE INDIA PRIVATE LIM,HongKong,JAPAN ELEVATOR SERVICE HONG KONG COMPANY,NEW DELHI,Installation of industrial machinery and equipment,0.50,0.01,
801,VIVAAN ELECTRONIC TECHNOLOGY PRIVATE LIM,HongKong,TOP DRAGON DEVELOPMENT LTD,NEW DELHI,Manufacture of other electronic components n.e.c,3.00,0.05,
802,CROWN WORLDWIDE MOVERS PVT LTD,HongKong,Crown Worldwide Holdings Ltd,MUMBAI,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and
warehousing of furniture,",118.76,1.84,
